Euclidean,Temporal,Compositional,Mean-tracker
0.523856694481831,0.00018470509394880462,0.4759586001281617,2.9606029737009407e-10
0.9506486989719272,0.02879001462784049,0.020561278227828883,8.172402329568045e-09
0.04144794288436556,0.08355972421105254,0.8738397192486984,0.001152613655883666
0.015124867654098319,0.18656353101522036,0.7983116013208056,9.874952061423398e-12
0.07811480661292543,0.16839825981281828,0.7528244946516539,0.0006624389225989573
0.5897382482877217,0.0031795469700140583,0.40708207817693004,1.2656533414505997e-07
0.2758060343097409,0.033584456422027474,0.6902577645795378,0.0003517446886964506
0.006758898559510437,0.10260328281737752,0.888956100982863,0.0016817176402507605
0.5205221553461388,0.0073067054293357225,0.47196911228980976,0.0002020269347146408
0.1573879567441511,0.06499096056046415,0.7772341559733623,0.00038692672202227476
0.2335475358526828,0.08481627837251657,0.681256997847467,0.00037918792733741835
0.04944758863399084,0.08992658683821272,0.8603947259981749,0.00023109852962432262
0.0911012705619312,0.044619011779436925,0.8634847999429831,0.000794917715645719
0.23862542961431404,0.07795083511384317,0.6828344647779958,0.0005892704938437302
0.27755560077050523,0.0817395477460597,0.6405275254710376,0.00017732601240030667
0.21480717881214223,0.07471516782759287,0.7100042772488949,0.0004733761113684122
0.2572290924693508,0.07132343069083626,0.6710523858405512,0.00039509099926763404
0.11975252910026503,0.10360196830783087,0.7762683135974242,0.0003771889944809195
0.004383822597214931,0.01565035267646796,0.9799634096284261,2.415097892084971e-06
0.1253066142086276,0.09039019891162577,0.7827542815572152,0.0015489053225293244
0.11073105985825449,0.017841140977033116,0.8714277813848481,1.7779861175157397e-08
0.17291694383038222,0.0820865222340074,0.7443907630563928,0.0006057708792209703
0.21579761870134034,0.198564630107073,0.5827156776916693,0.0029220734999198597
0.008114592315896525,0.06793288103413074,0.9237562258270454,0.00019630082292548733
0.23027241435780219,0.07368802494540334,0.6956191163879754,0.00042044430881324544
0.32233698918959686,0.04954982560782135,0.6276326271075532,0.0004805580950272533
0.2387254405060699,0.07366356937970878,0.6871845605339175,0.0004264295803103179
0.006615995398948876,2.2669456293098015e-05,0.9933613351446904,6.592011331077706e-14
0.31565403113349344,0.04139580585281387,0.6427655760186912,0.0001845869950033139
0.4004137833102769,0.0515759570798585,0.547950741108422,5.951850143901519e-05
0.018568827071287132,0.39551553292491237,0.5855442730610837,0.00037136694271440495
0.025236535066651883,0.0009133822112889115,0.9738500826541491,6.791080223358129e-11
0.22774783120453218,0.07430630256209461,0.6974890904593671,0.00045677577401254354
0.14515055793433929,0.1046267761671137,0.7497021999019505,0.0005204659965979803
0.05254664734719552,0.054152599334676144,0.89316001206217,0.00014074125595562773
0.1987506937394553,0.5527113165425722,0.24843372103037523,0.00010426868759874461
0.2260442472546242,0.07260116114466816,0.7009188588078726,0.0004357327928341389
0.24208038629310794,0.06501890024081684,0.6925397915204476,0.00036092194562356973
0.2823277102722154,0.07360114918508039,0.6438519508304691,0.00021918971223360193
0.9399125848448844,5.114201776516993e-06,0.060082300953333355,5.776856863930658e-15
0.012176755006569378,0.029049603186212018,0.9572118579953421,0.0015617838118791444
0.2324610087802719,0.06882229682597785,0.6978610894817694,0.0008556049119823502
0.11623415441320778,0.002957788408539302,0.880808055757201,1.421052039867704e-09
0.8326535498852193,0.05371351570751297,0.11363191794167979,1.016465584706885e-06
0.49647215369071435,0.016825167416013857,0.4865464475349374,0.00015623135833376503
0.026281390990815397,0.0014442876466287354,0.9722740253090574,2.960534999364684e-07
0.23729295116469507,0.07066088252138787,0.6916407650098793,0.0004054013040346253
3.804148001299833e-05,9.278037391958012e-07,0.999961030640222,7.602530455908739e-11
