"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95"
0.198524788890053,0.204114426705642,0.209820244425403,0.215642346565517,0.221580698578887,0.227635121261204,0.233805285352693,0.24009070637087,0.259631237083478,0.266369571669577,0.273218252343781,0.280175772320959,0.287240442969379,0.29441039180857,0.30168356106119,0.309057706789666,0.316530398646127,0.324099020261459,0.331760770296316,0.339512664173571,0.347351536508018,0.355274044245121,0.363276670516403,0.371355729214513,0.379507370286324,0.387727585737542,0.396012216337299,0.404356959006146,0.412757374865789,0.421208897923841,0.429706844361952,0.438246422390843,0.44682274263122,0.45543082897516,0.464065629878625,0.472722030032056,0.481394862352786,0.490078920240273,0.498768970032815,0.507459763602699,0.516146051025496,0.524822593258578,0.533484174763827,0.542125616010042,0.550741785791545,0.559327613301157,0.576388330511591,0.584853484632643,0.593268846832769,0.601629816773894,0.609931918660674,0.618170810099594,0.626342290331522,0.634442307809576,0.642466967099214,0.65041253508252,0.658275446453738,0.666052308498116,0.673739905151051,0.681335200339276,0.688835340610393,0.696237657061408,0.703539666580951,0.710739072423673,0.717833764138724,0.724821816877346,0.731701490107359,0.738471225764714,0.745129645874339,0.751675549674145,0.758107910277397,0.764425870909628,0.770628740756877,0.776715990462389,0.782687247308901,0.78854229012339,0.794281043940632,0.799903574461164,0.805410082338296,0.810800897327621,0.816076472331224,0.821237377367278,0.826284293494195,0.831218006716821,0.836039401900445,0.840749456716635,0.845349235643072,0.849839884037796,0.854222622306403,0.858498740178998,0.862669591111911,0.86673658682749,0.870701192003608,0.874564919122926,0.878329323490436
0.158502139647373,0.163840569176716,0.169322620846089,0.174949721579502,0.180723142683465,0.186643988387143,0.192713184326804,0.198931466034475,0.218485090275946,0.225302871237735,0.232270170007549,0.239386348717329,0.246650504925412,0.254061462821353,0.261617765154402,0.269317665976201,0.27715912428766,0.285139798678282,0.293257043043521,0.301507903461954,0.30988911630915,0.318397107679029,0.327027994176325,0.33577758513547,0.344641386311779,0.353614605080456,0.362692157167603,0.371868674925229,0.381138517149426,0.390495780427459,0.399934311985701,0.409447723996322,0.419029409286575,0.428672558380641,0.438370177790468,0.448115109459072,0.457900051247617,0.467717578346352,0.477560165479424,0.487420209764847,0.497290054083577,0.507162010805978,0.51702838571988,0.526881502002193,0.536713724075518,0.546517481192508,0.566009780090283,0.575683709926344,0.585299993789869,0.594851718842668,0.604332164656778,0.61373482095319,0.623053404052253,0.632281871958224,0.641414438014171,0.650445583077379,0.659370066179541,0.668182933649909,0.676879526693269,0.685455487427777,0.693906763400244,0.702229610608261,0.710420595069491,0.718476592988393,0.72639478957956,0.734172676614682,0.741808048766796,0.749298998831068,0.756643911905741,0.763841458620168,0.770890587499096,0.777790516553553,0.784540724188913,0.791140939520087,0.797591132182298,0.80389150172372,0.810042466663407,0.816044653294556,0.821898884309282,0.827606167316826,0.83316768332258,0.838584775230538,0.843858936426855,0.848991799497185,0.853985125125471,0.85884079121683,0.863560782282312,0.868147179118497,0.872602148810318,0.876927935081038,0.881126849009154,0.885201260128,0.889153587920146,0.892986293715213,0.896701872996581
0.255026939820243,0.26025545057916,0.265552944903375,0.270918778581539,0.276352238956568,0.281852544131974,0.287418842298785,0.293050211189305,0.310324454937527,0.316205463345821,0.322145864744128,0.328144310455607,0.334199381531567,0.340309589404923,0.34647337671019,0.352689118271888,0.358955122262588,0.365269631531197,0.37163082510134,0.378036819839061,0.384485672288274,0.390975380671709,0.397503887054332,0.404069079665486,0.41066879537525,0.417300822319778,0.423962902669685,0.430652735534787,0.437367979997893,0.444106258269635,0.450865158955735,0.457642240427519,0.464435034285938,0.471241048908896,0.478057773071182,0.484882679625997,0.491713229236657,0.498546874146833,0.505381061977462,0.512213239538326,0.519040856642195,0.525861369909449,0.532672246551121,0.539470968118427,0.546255034207033,0.553021966104557,0.566494642334941,0.573195569514089,0.579869734918556,0.586514820259112,0.593128549032557,0.599708689482272,0.606253057425445,0.612759518940004,0.619225992905015,0.625650453388991,0.632030931881311,0.638365519362668,0.644652368211216,0.650889693941833,0.657075776776648,0.663208963045711,0.6692876664174,0.675310368958854,0.681275622027381,0.687182046994473,0.693028335804629,0.698813251371812,0.704535627816897,0.710194370549995,0.715788456201994,0.721316932410126,0.726778917462731,0.732173599808769,0.737500237437929,0.742758157137465,0.747946753632103,0.753065488613578,0.758113889666478,0.7630915490972,0.767998122672898,0.772833328277322,0.77759694449047,0.782288809098927,0.786908817543712,0.791456921312367,0.795933126281904,0.800337491019081,0.804670125044321,0.808931187065419,0.813120883186953,0.817239465101136,0.821287228265589,0.825264510073307,0.829171688019805
0.222076433501472,0.227799689948003,0.23362614724707,0.239555397611872,0.24558690603503,0.251720006823101,0.257953900370684,0.264287650198978,0.283876565582822,0.290597551505801,0.297411576165305,0.304316837528231,0.311311385380365,0.318393121321491,0.325559799219807,0.33280902614024,0.340138263759043,0.347544830274688,0.355025902822548,0.362578520398081,0.370199587290436,0.377885877025378,0.385634036813361,0.393440592495417,0.401301953976356,0.409214421131505,0.417174190170086,0.425177360435108,0.433219941616625,0.441297861352227,0.449406973185811,0.457543064853039,0.465701866859434,0.47387906131487,0.482070290986225,0.490271168528316,0.498477285851838,0.506684223585951,0.514887560592449,0.523082883488011,0.531265796130986,0.539431929029441,0.547576948627811,0.555696566430442,0.56378654792159,0.571842721242991,0.587837319305449,0.595767787596506,0.603648549914926,0.611475866903142,0.619246106924133,0.626955752139757,0.634601404121434,0.642179788978256,0.649687761990813,0.657122311742204,0.664480563740928,0.671759783533401,0.678957379306919,0.686070903986759,0.693098056833896,0.700036684552437,0.706884781918291,0.713640491942879,0.720302105587734,0.726868061047677,0.733336942621921,0.739707479193857,0.745978542341488,0.752149144101462,0.758218434410442,0.764185698248117,0.770050352506532,0.7758119426106,0.781470138914677,0.787024732899897,0.792475633196683,0.797822861456345,0.803066548095157,0.808206927933528,0.813244335752156,0.818179201786109,0.82301204717686,0.827743479401242,0.832374187695262,0.836904938489572,0.841336570872285,0.845669992093681,0.849906173126189,0.854046144291894,0.858090990968693,0.862041849385102,0.865899902512636,0.869666376063635,0.87334253460139
0.209161481237269,0.214580246783303,0.220100326019617,0.225721598830751,0.231443832159372,0.237266676294569,0.243189661329346,0.249212193809915,0.267869224015142,0.274281436192265,0.280788274377167,0.287388347089989,0.294080123132101,0.300861930580951,0.307731956172283,0.314688245087351,0.321728701161256,0.328851087526773,0.336053027706182,0.343332007161522,0.35068537531143,0.358110348020365,0.365604010563443,0.373163321067467,0.380785114425989,0.38846610668337,0.396202899879941,0.403991987347422,0.411829759440831,0.419712509690214,0.427636441352675,0.435597674342394,0.443592252513689,0.451616151269633,0.459665285466371,0.467735517581136,0.475822666109985,0.483922514159564,0.492030818195765,0.500143316910912,0.508255740170245,0.516363817997853,0.524463289561886,0.532549912118922,0.540619469877625,0.548667782742508,0.564684183206007,0.572644165350495,0.580566707746576,0.588447933130783,0.596284047833571,0.604071348696401,0.611806229609985,0.619485187651506,0.627104828801364,0.634661873222916,0.642153160091505,0.649575651962075,0.656926438667548,0.664202740743057,0.671401912373947,0.678521443868243,0.68555896365689,0.692512239827658,0.699379181200954,0.706157837958045,0.712846401834252,0.719443205891577,0.725946723886929,0.732355569253617,0.738668493715126,0.744884385551282,0.751002267537863,0.757021294581459,0.762940751071905,0.768760047975018,0.774478719688556,0.780096420684339,0.785612921959382,0.791028107318629,0.796341969511458,0.801554606243671,0.806666216086036,0.811677094299741,0.816587628598354,0.821398294865013,0.826109652842642,0.830722341814058,0.835237076287797,0.839654641704501,0.843975890177645,0.848201736281336,0.852333152896895,0.856371167128864,0.860316856300082
0.246185399765371,0.251611944550114,0.257117304853964,0.26270084054916,0.268361826411904,0.274099450813653,0.27991281457099,0.285800929963975,0.303902565156011,0.310078015034237,0.316321928516063,0.322632776642506,0.329008940515964,0.33544871197206,0.341950294486899,0.348511804323438,0.355131271919647,0.361806643520096,0.368535783051567,0.375316474242107,0.382146422981845,0.389023259922678,0.395944543312763,0.40290776206053,0.409910339021751,0.416949634502,0.424022949965656,0.431127531941497,0.438260576113771,0.445419231586639,0.452600605308828,0.459801766644437,0.467019752074955,0.474251570016777,0.481494205737816,0.488744626356204,0.495999785903578,0.503256630435055,0.510512103167721,0.51776314962927,0.525006722798373,0.532239788218419,0.539459329066412,0.546662351159105,0.553845887878812,0.561007005001846,0.575250433691027,0.582327080547879,0.589369987111233,0.596376449033391,0.603343820416498,0.610269517542176,0.617151022395573,0.623985885974874,0.630771731378488,0.637506256663327,0.644187237468753,0.650812529402027,0.657380070182239,0.663887881540899,0.670334070878534,0.676716832677727,0.683034449674155,0.689285293788207,0.69546782682074,0.701580600917496,0.707622258807546,0.71359153382196,0.719487249699626,0.725308320187829,0.731053748445804,0.736722626259994,0.742314133080224,0.747827534886372,0.753262182895461,0.758617512119309,0.763893039783101,0.769088363615321,0.774203160019575,0.779237182138816,0.784190257822417,0.789062287506452,0.793853242017374,0.798563160309068,0.803192147143051,0.807740370721268,0.812208060280666,0.816595503658379,0.820903044835968,0.825131081470844,0.829280062422537,0.833350485281103,0.837342893904547,0.841257875971689,0.845096060556491
0.218787992421895,0.223585934273888,0.228458323470706,0.233404972364434,0.238425629067887,0.243519975839522,0.248687627548084,0.253928130224862,0.270081144148917,0.275607089157439,0.281202539179443,0.28686660271168,0.292598312386642,0.298396624502601,0.304260418707947,0.310188497845944,0.316179587965607,0.322232338503883,0.32834532264383,0.334517037852881,0.340745906604665,0.347030277287196,0.353368425299537,0.359758554338305,0.366198797874604,0.372687220821201,0.379221821388897,0.385800533130241,0.392421227167861,0.399081714603823,0.405779749105584,0.412513029663219,0.419279203511777,0.426075869211762,0.432900579879965,0.439750846562037,0.446624141737498,0.453517902947134,0.460429536532103,0.467356421473437,0.474295913320095,0.481245348193234,0.488202046853923,0.495163318821182,0.502126466526963,0.509088789494439,0.523000169886309,0.529943849469196,0.536875956930464,0.543793839777374,0.550694867399035,0.557576435025605,0.564435967603703,0.571270923575964,0.578078798553229,0.58485712886841,0.591603495001773,0.598315524867993,0.60499089695613,0.61162734331441,0.618222652372502,0.624774671594814,0.631281309959167,0.637740540256058,0.644150401204607,0.650508999382115,0.65681451096505,0.663065183280095,0.669259336164753,0.675395363137777,0.681471732380509,0.68748698753095,0.693439748293092,0.699328710864735,0.705152648187653,0.710910410024552,0.716600922867841,0.7222231896857,0.727776289511426,0.733259376882417,0.738671681135512,0.744012505565721,0.749281226455638,0.754477291983017,0.759600221014186,0.764649601791065,0.769625090519645,0.774526409867794,0.779353347380276,0.784105753818793,0.788783541434803,0.79338668218273,0.797915205881057,0.802369198328603,0.80674879938311
0.25963275164712,0.264818690050576,0.270070427572664,0.27538730186808,0.280768586685736,0.286213491239877,0.291721159692986,0.297290670755717,0.314360059983978,0.320166412516894,0.326029014231391,0.331946549872301,0.337917639590035,0.343940839629168,0.350014643166192,0.356137481297708,0.36230772417982,0.368523682318872,0.374783608013086,0.381085696944072,0.387428089916515,0.393808874743736,0.400226088276207,0.406677718569411,0.413161707186875,0.419675951633516,0.426218307913874,0.432786593209198,0.439378588666768,0.445992042294301,0.452624671951771,0.45927416843247,0.465938198624711,0.472614408745147,0.47930042763432,0.485993870104738,0.492692340331492,0.49939343527523,0.5060947481271,0.512793871765206,0.519488402212002,0.526175942082105,0.53285410401002,0.539520514047369,0.546172815019423,0.552808669830886,0.566021812389794,0.572594555192601,0.579141768050439,0.585661261411741,0.592150884051427,0.59860852576881,0.605032119967806,0.611419646113316,0.617769132058216,0.624078656236022,0.630346349714909,0.636570398109386,0.642749043346587,0.648880585284733,0.654963383182005,0.660995857014648,0.666976488643759,0.672903822830819,0.678776468102594,0.68459309746661,0.690352448978914,0.696053326166401,0.701694598306395,0.707275200566706,0.712794134009738,0.718250465464659,0.723643327271986,0.728971916905241,0.734235496474663,0.739433392118155,0.74456499328492,0.74962975191738,0.754627181537132,0.759556856240831,0.764418409611919,0.769211533554249,0.773935977053591,0.778591544873065,0.783178096188479,0.787695543169501,0.792143849512515,0.796523028930901,0.800833143608365,0.805074302620795,0.80924666033196,0.813350414768221,0.817385805977195,0.821353114375167,0.825252659087802
0.217367914592288,0.223049292172337,0.228835745938142,0.234726963008969,0.240722502341766,0.24682179094316,0.25302412031138,0.25932864313435,0.278844755833655,0.285546704127516,0.292344432816647,0.299236210006014,0.306220151210354,0.313294219007404,0.32045622315995,0.32770382122365,0.335034519655398,0.34244567543465,0.349934498207488,0.357498052960495,0.365133263228522,0.37283691483736,0.380605660179129,0.388436023014862,0.396324403795415,0.404267085488391,0.412260239895371,0.420299934440331,0.428382139406816,0.436502735598181,0.444657522392149,0.452842226157957,0.461052509001663,0.469283977802654,0.477532193502163,0.48579268060264,0.49406093683516,0.502332442950725,0.510602672590354,0.518867102188196,0.527121220861668,0.535360540242705,0.543580604204685,0.55177699844042,0.559945359847785,0.568081385681047,0.584239574373782,0.592253511819213,0.600218678915084,0.60813120108795,0.615987312027021,0.623783360209396,0.631515814942918,0.639181271909444,0.646776458194732,0.654298236794589,0.661743610590294,0.669109725789671,0.676393874833435,0.683593498769588,0.690706189101632,0.697729689119231,0.704661894722612,0.711500854754472,0.718244770855418,0.724891996861024,0.731441037760377,0.737890548237623,0.744239330819315,0.750486333651543,0.756630647931691,0.762671505020337,0.768608273259283,0.774440454521952,0.780167680522418,0.785789708909252,0.791306419170033,0.796717808371943,0.802023986763268,0.807225173259902,0.812321690840129,0.817313961870033,0.822202503380869,0.826987922318653,0.831670910785128,0.836252241288034,0.840732762017479,0.845113392163936,0.849395117292219,0.853578984784512,0.857666099364386,0.861657618712508,0.86555474918359,0.869358741633035,0.873070887360603
0.382332509398646,0.384122911235414,0.385916458840502,0.38771310892309,0.389512817864144,0.391315541720179,0.393121236227083,0.39492985680402,0.40037282447962,0.40219269733418,0.404015268745031,0.405840492316727,0.407668321366311,0.409498708927746,0.411331607756424,0.413166970333727,0.415004748871654,0.416844895317516,0.418687361358679,0.420532098427379,0.422379057705587,0.424228190129935,0.4260794463967,0.427932776966842,0.429788132071096,0.431645461715121,0.433504715684696,0.435365843550973,0.43722879467578,0.439093518216964,0.440959963133798,0.442828078192421,0.444697811971331,0.446569112866918,0.448441929099045,0.450316208716668,0.452191899603495,0.45406894948369,0.45594730592761,0.457826916357579,0.459707728053702,0.461589688159709,0.463472743688833,0.465356841529717,0.467241928452359,0.469127951114074,0.472902589756576,0.474791098542677,0.476680328690589,0.478570226384647,0.480460737732834,0.482351808772911,0.484243385478558,0.486135413765542,0.488027839497886,0.489920608494057,0.49181366653317,0.493706959361188,0.495600432697146,0.497494032239368,0.499387703671699,0.501281392669735,0.503175044907056,0.505068606061459,0.506962021821194,0.508855237891192,0.510748199999291,0.512640853902459,0.514533145393004,0.516425020304785,0.5183164245194,0.520207303972372,0.522097604659322,0.523987272642121,0.525876254055029,0.527764495110822,0.529651942106886,0.53153854143131,0.533424239568937,0.535308983107405,0.537192718743161,0.539075393287442,0.540956953672237,0.542837346956212,0.544716520330614,0.546594421125131,0.548470996813731,0.550346195020458,0.552219963525192,0.55409225026938,0.55596300336172,0.557832171083807,0.559699701895741,0.561565544441688,0.563429647555403
