"euc","temp","comp","mt","id"
-0.977985825311728,-0.892422642337747,-0.829201528381155,-1.237014357302,1
-0.879620433544649,-0.985346118832316,-0.835046400951284,-1.09926792350057,1
-1.9565957093542,-1.22642036007617,-1.51314805345147,-0.945504396946193,1
-1.20185005944514,-1.39139438626138,-1.16679156289686,-1.53373762262921,1
-0.819598489144287,-1.09575471552814,-0.82526947618854,-1.12177484432685,2
-0.890296320722593,-0.992334106069662,-0.865795335667542,-1.19465980945219,2
-0.931859394186817,-0.873201994541605,-0.81310136415992,-1.06333647777915,2
-0.823797623285129,-1.22254392157989,-0.983914328525898,-1.56282361066546,2
-0.823780672436947,-0.878520440054394,-0.894667629391142,-0.943501178968316,3
-0.827435728972208,-0.9665370136456,-0.804633343479183,-1.2276117898162,3
-1.92086604043359,-3.57404299266602,-2.38387200965429,-2.84384365442551,3
-0.963724336217278,-1.27358527199761,-0.948777078258021,-1.51799732918749,3
-0.849735072477972,-0.95019733153708,-0.892012416792884,-1.08406355090686,4
-1.10589297192869,-0.955157641975453,-0.891703021627774,-1.21360090194602,4
-2.61601468828316,-1.83869851372072,-2.3747136910455,-1.53916166738217,4
-0.979136740044163,-0.979927382960813,-0.896871320365859,-1.20017005608593,4
-1.0887658811157,-1.02588973777529,-1.18209918452091,-1.12836997559362,5
-7.36009058769003,-6.34191286617088,-7.4989615501725,-5.26047096080465,5
-1.07114298200903,-1.15656106190688,-0.99914608290698,-1.06559692567321,5
-0.832921474165832,-0.933991442953572,-0.801085165430618,-0.925751815054279,5
-0.819339628972802,-0.918892143069766,-0.800728734712293,-1.10495368666485,6
-0.843091317916436,-0.948800473346335,-0.807529639890177,-1.18893796835102,6
-0.968534502790867,-1.08692072531549,-0.817723360423817,-1.15320710307382,6
-1.16168052773146,-1.21332516078658,-1.01776275376874,-1.45898838143074,6
-2.33112992030509,-2.1755427975042,-2.09257819165278,-1.54329066324418,7
-1.03143290113245,-1.04884665172444,-1.01899855082136,-1.20090984407737,7
-1.12798306515577,-1.24083819142331,-1.19716669075419,-1.05194312685428,7
-0.904024023214413,-0.900291097613527,-0.870306637608207,-1.02116760719675,7
-5.02992341144722,-5.37859005352932,-5.04323142844467,-5.25205971787504,8
-0.974029760439549,-1.19924840648525,-0.89875041455506,-1.54184234785958,8
-0.826813896413885,-0.937041267928302,-0.806282120038626,-1.08455920280921,8
-0.860643088041306,-1.03391822314841,-0.828651498550648,-1.39326443501212,8
-1.31043630518053,-1.26117189920725,-1.37178502911979,-1.32342446820777,9
-6.46302845925244,-5.2645465933652,-6.89976546793956,-4.25899282273231,9
-1.4414579010517,-1.52137023692021,-1.36970902469435,-1.28322287899064,9
-1.41245711471543,-1.1267226208609,-1.49259055552988,-1.28207590383904,9
-2.22820256594719,-1.9472711513651,-2.06427097964088,-1.40738314765592,10
-1.10125809205942,-1.18668241853034,-1.10993083558155,-1.23290905410134,10
-0.948554936496405,-1.11133361588227,-0.947924570508528,-0.936262933012285,10
-0.861130986468498,-0.932247726711913,-0.857706605518347,-1.06263612277243,10
-2.37822202833545,-1.9407588869035,-2.5734105170358,-2.38372794417708,11
-1.01808346019235,-1.0058134194179,-1.02488888493872,-1.24231650856551,11
-1.04207609280199,-1.21773846138931,-1.05039671835191,-1.24551331326217,11
-7.795084675825,-5.52309328676689,-8.69664122177447,-4.33375061571284,11
-1.44851809442909,-1.05796995179399,-1.19379705527908,-1.05413710792305,12
-1.0320547103524,-0.966009832732465,-0.81495938698205,-1.09330212017498,12
-0.875690634406833,-1.20838074427327,-1.7929383367012,-1.56516491114428,12
-0.847784732075403,-1.05507289260731,-1.28912306404461,-1.41120472023464,12
-0.885511788948327,-0.880421806478125,-0.835151396373894,-0.936722613258937,13
-1.07839096576106,-1.14321100936516,-1.06240380250709,-1.41483568831591,13
-0.884448499912979,-0.875154828899972,-0.860501418641069,-0.93599843047323,13
-0.893290374648737,-0.955282894954041,-0.819473586363186,-1.14584010051287,13
-2.47182607950189,-2.94816739102934,-2.84163590112607,-1.58379887325127,14
-0.822140924689153,-0.972969488561373,-0.808184829983554,-1.10962113293396,14
-5.14281045337133,-4.71244007955018,-5.32486709923803,-5.13772187628551,14
-0.963323750620279,-1.09759268209395,-0.869364919272283,-1.2508210807367,14
-0.820054650305194,-0.874649827494994,-0.820647203104316,-1.00529959610431,15
-1.31146051825061,-1.30919351281036,-1.37727336070674,-1.6365122563419,15
-1.15725092388463,-1.16032209495704,-1.2954167856218,-1.00774529272373,15
-1.06658504358547,-0.996757776623885,-1.04496237662082,-0.947323060314095,15
-1.54237748552018,-1.97264113820309,-1.46843048752786,-2.39725227851904,16
-0.880495597210598,-1.19851050395919,-0.825069651511454,-1.64055972246578,16
