"","sr.subjective.effect","euc.subjective.effect","w.euc","m.rewards","sr.trial.effect","euc.trial.effect","trialw"
"1",2.66589312237198,4.19127718347839,0.611225475893824,46.7581442748199,0.328400463606542,0.997354119227135,0.752291662530318
"2",4.06276805045984,1.87799453856953,0.316120112599276,48.5760198493404,0.0952649382207036,0.403924931126799,0.80916091437267
"3",3.3382238416788,1.56473874701849,0.31914148205529,44.8193862087617,0.14605734622195,0.438256195831237,0.750036006852199
"4",2.50035442000272,3.41608321316765,0.577388527517887,44.4280347955752,0.339538011530917,0.674241472576468,0.665077053882311
"5",3.8531550889772,2.26752501083763,0.370469453371077,45.098193814281,0.310117633653126,0.606809483844581,0.66178595033874
"6",2.47701582232903,4.61216893604873,0.650592288570026,43.3437217394052,0.465085612423098,1.0630972774708,0.695661026243142
"7",2.99835516332759,1.61000915921383,0.349366726788203,40.9274572703554,0.0797837489569408,0.272146835675787,0.773296915810251
"8",4.4458039078417,1.37541757897234,0.236276455394778,43.2004648548393,0.344242655185813,0.528289379914417,0.605467030048623
"9",3.34010534946396,3.47271909140488,0.509732655163209,45.802153285621,0.457234818693811,0.772148587744326,0.628077932157433
"10",1.14585066015025,0.626281453793036,0.35340562301501,37.2683593256933,0.428507556039315,0.273067929184662,0.389221024587946
"11",0.218439990271385,0.640575573492719,0.745708926024335,34.5139488785691,0.114238678442519,0.00374584790982663,0.0317486370936485
"12",2.40327282341497,2.18346302276257,0.476038537205539,42.6565829662062,0.135080843726494,0.395846998918243,0.745575890212107
"13",2.85757673779994,1.35457156101025,0.321586863737175,42.8344277109295,0.133058750541261,0.323177824690124,0.708355800992547
"14",1.75806574873677,0.540449537016309,0.235129842453598,35.3005706310703,0.245331462844626,0.243918538668767,0.498556030483916
"15",3.78548150412082,2.19603648065024,0.367136985334048,44.4681516991873,0.346613968505596,0.519245013123534,0.599687736848978
"16",0.857667297109279,0.690182815455805,0.445897706666209,28.1598764699235,0.395206433887167,0.163955638858706,0.293216666240559
"17",0.706318845594374,0.566551194784789,0.445097438711044,27.8183918837825,0.398328051663997,0.169654818716983,0.298697069161937
"18",2.07434523295094,1.56853484428477,0.430575481769635,44.7599714422564,0.213733339818432,0.150458511955382,0.413129813922433
"19",3.57097959375033,2.78156202488027,0.437866005745254,43.8615862915645,0.273736643393183,0.665901124995609,0.7086785433683
"20",1.73293124095969,0.773800960354429,0.308689121218763,40.8751472522535,0.160463589235272,0.01765547822574,0.0991217755482836
"21",2.25911810505615,3.65659344283767,0.618115574641149,44.6236026621198,0.322932066057062,0.868485567312312,0.72895141299546
"22",0.967682211520051,1.05359180223291,0.521251346954524,36.3397860685383,0.682068281006083,0.328627493204553,0.325149764736293
"23",3.76989226551075,2.90365502724283,0.435099190859971,44.2823319456306,0.502188801763984,0.765968847771133,0.60400128331988
"24",2.01800521452288,1.84895209236585,0.478141325499525,40.3436806364644,0.033479861026473,0.315071929178234,0.90394580671409
"25",0.312872984193144,0.44303515958967,0.586096555823008,30.1444770873638,0.343768385812614,0.161400441910243,0.319498023339614
"26",0.0910025494244381,1.65113188633196,0.947763761764501,36.6044566410968,0.0533950810809501,0.256090142709744,0.827471307266477
"27",0.428869526483699,0.694268033852593,0.618150490528261,30.7140267827659,0.301142742624128,0.138393460430725,0.314862483383316
"28",2.2664029346154,4.78989949069409,0.678811536409454,46.9180497712903,0.374470114360985,1.03877678091702,0.735028525014152
"29",0.38159979286466,1.20854116262593,0.760021404676715,37.5265256356617,0.100967516201866,0.0396946437032653,0.28219845145302
"30",0.396580315656734,1.78637837943497,0.818328987832693,37.9713049402506,0.12534975465632,0.147872688930325,0.541217211108909
"31",3.78294297707923,3.08990260543842,0.449581264170718,45.2471538663163,0.446550641747784,0.782424271004425,0.636647878557778
"32",1.41754442587033,4.20838310673418,0.748033649979476,46.2899464075612,0.275625696452787,0.793488823091877,0.74219254213274
"33",1.3319431182612,1.2527733945264,0.484685027672644,29.984577149153,0.57914102557297,0.519079903042623,0.472655264088775
"34",2.74556820122325,1.23831332898391,0.310830861709766,41.2045356894558,0.177539636713151,0.26643878063052,0.600116515177983
"35",2.38453601732877,2.67924656155463,0.529099841831168,43.0353204011557,0.221643029697695,0.539108714368466,0.708652617063972
"36",4.72142709615078,3.01921606102793,0.390047183382675,47.6825849916248,0.488361447107043,0.894077209924591,0.646739155749847
"37",0.326294241563614,0.206281740315125,0.387328282412279,28.1857212551968,0.273441657408019,0.194822647580071,0.416052740951557
"38",0.712552116860069,0.858700399670083,0.546506936750293,32.1630654581265,0.502546617937987,0.261126438780446,0.341934858750324
"39",0.477381267758561,1.57599637238584,0.767514139422989,39.1220377650459,0.0826770556384264,0.123539297130786,0.599076142467932
"40",1.88557862563225,5.75928854178941,0.7533536444338,47.3032517981189,0.144149023507754,1.41880125245555,0.907771203137662
"41",2.32920782046982,1.27853100089976,0.354385687047711,40.5983122358266,0.208905625494562,0.318217825141449,0.603687475405424
"42",1.68278471427722,0.868744193283979,0.340479855317156,41.578719658589,0.258397413120068,0.0470263662499262,0.15397087399982
"43",3.68293021789283,4.3037989173082,0.538868771489879,46.1810167431566,0.487490844183553,1.05613092774195,0.684190225190034
"44",4.24327110654643,0.624518395314361,0.128296097248172,47.245816488473,0.2707652391639,0.213552833282369,0.440935090866469
"45",1.15462035923445,2.05985897758366,0.640806414273808,39.3363457235116,0.275049839627205,0.44420001843256,0.617587912538246
"46",3.58477510859623,4.45891318986835,0.55433689427268,44.246353797672,0.40508422727967,1.09731717792163,0.730375500264262
"47",0.58092669394925,0.667703720704876,0.534748883952048,28.5087669199871,0.451356425130398,0.292079557925094,0.392877886707418
"48",2.7279028273191,3.41965251863928,0.556262176783408,45.5278658796688,0.344294099218906,0.758868074982499,0.687902552072051
