mean,var,pxp,xp
0.23172893594929178,0.0035606127238620162,0.21362536964177103,0.0003299249905078253
0.08075800603938117,0.0014847230099984889,0.21357731397385843,7.800390709686406e-08
0.6819968971980068,0.004337542588205963,0.3592200137746372,0.9996699970033495
0.005516160813320285,0.00010971465566403751,0.21357730260973332,2.235697094640606e-12
