"","sr.subjective.effect","euc.subjective.effect","w.euc","m.rewards","sr.trial.effect","euc.trial.effect","trialw"
"1",0.340572958939513,5.38460698689752,0.94051314331401,46.7581442748199,0.185439895077796,1.28691787907616,0.874052422357499
"2",0.987837468323744,4.24075798226425,0.811070204673675,48.5760198493404,0.290154832410362,1.16633289817409,0.800784568027957
"3",0.120305893168367,3.2424250139973,0.964223752512577,44.8193862087617,0.536975331724927,0.853603057830327,0.613847492699303
"4",1.05098728229573,3.74173734081081,0.780711940504835,44.4280347955752,0.296820627179421,1.03747895408134,0.777545739091847
"5",0.0966683490440213,4.23278711338096,0.97767193821879,45.098193814281,0.357781430636067,1.05100709845057,0.746036098925345
"6",0.426069748010645,5.17605564245568,0.923944981892814,43.3437217394052,0.241319161705982,1.26129816807487,0.839400786265937
"7",0.222568089869902,2.990543277565,0.930731286775291,40.9274572703554,0.59678126702658,0.789235013160254,0.569426942845048
"8",0.57058186777455,3.45417164072597,0.858231847846223,43.2004648548393,0.410866311686586,0.978802307331296,0.704342239535526
"9",0.203319907146813,4.75489043483139,0.958993287270323,45.802153285621,0.208743558954592,1.16723209520884,0.848294147993844
"10",0.729225241029013,1.22509882374492,0.626865751605342,37.2683593256933,1.02003173499566,0.339977259579048,0.249981625809294
"11",1.58478168842289,2.10342862963796,0.570311464977377,34.5139488785691,0.88492125219528,0.476165185851959,0.349841988386217
"12",0.351926233598784,2.83653278473434,0.889624978218235,42.6565829662062,0.579228120643801,0.796037363844291,0.578824505394023
"13",0.51535085752804,3.3710328203176,0.867395784809976,42.8344277109295,0.563414950617263,0.828932979333993,0.595349022685022
"14",0.904154819755353,1.85305701579669,0.672076404106134,35.3005706310703,0.896342296276695,0.455641132847991,0.337016802893055
"15",0.0900577216943061,4.422476337235,0.980042760781805,44.4681516991873,0.300192720673796,1.07988570875055,0.782481405206071
"16",2.20611082790013,1.98472231587963,0.473586575219643,28.1598764699235,1.04081713174122,0.340142614424999,0.246308855395165
"17",1.55055623897498,1.36880212005675,0.468870879048484,27.8183918837825,1.06852187010248,0.301109094479673,0.219846880120395
