"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.216598168934138,0.221842206520212,0.227176389404115,0.232600493950251,0.238114203106346,0.243717103777171,0.249408684337303,0.255188332298233,0.26105533214515,0.267008863358754,0.273047998637246,0.279171702333468,0.285378829121782,0.291668122908851,0.298038216001886,0.30448762854728,0.311014768251701,0.317617930396856,0.324295298158042,0.331044943235526,0.337864826806474,0.344752800803861,0.351706609527274,0.358723891589043,0.365802182197461,0.372938915777188,0.380131428925188,0.387376963698729,0.394672671230168,0.402015615661389,0.40940277838891,0.416831062608828,0.424297298148997,0.431798246574013,0.439330606546928,0.446891019429954,0.454476075104902,0.462082317992644,0.46970625324962,0.477344353118188,0.484993063406636,0.492648810073744,0.500308005892145,0.507967057164131,0.515622370463239,0.523270359374756,0.530907451208295,0.538530093655777,0.546134761368541,0.553717962427835,0.561276244683682,0.56880620193799,0.576304479948803,0.583767782233817,0.591192875652559,0.59857659574808,0.605915851830587,0.613207631787016,0.620449006602315,0.627637134579942,0.6347692652509,0.641842742962482,0.648855010139736,0.655803610214523,0.66268619021884,0.669500503040906,0.676244409344232,0.682915879151597,0.689512993097444,0.696033943353786,0.702477034236117,0.708840682497188,0.715123417317756,0.721323880004543,0.727440823406661,0.733473111062668,0.739419716091223,0.745279719838958,0.751052310299772,0.756736780320163,0.762332525605598,0.767839042543088,0.773255925855305,0.77858286610161,0.783819647041242,0.788966142873847,0.794022315372236,0.798988210921986,0.803863957482143,0.808649761480831,0.81334590465913,0.817952740876034,0.822470692886759,0.82690024910609,0.831241960367801,0.835496436690597,0.839664344060336,0.843746401237655,0.847743376599466,0.851656085022098
0.194478477294359,0.199567202029016,0.204755232601487,0.210042741860685,0.215429804468152,0.220916393002099,0.226502374163487,0.232187505104058,0.23797142989682,0.243853676169904,0.249833651925079,0.255910642562416,0.262083808132682,0.268352180838992,0.27471466280903,0.281170024158787,0.287716901368234,0.294353795988633,0.301079073700296,0.307890963738566,0.314787558704514,0.321766814775442,0.328826552328683,0.335964456990403,0.343178081119174,0.350464845732024,0.357822042878383,0.365246838465046,0.372736275532738,0.38028727798235,0.387896654746227,0.395561104397234,0.403277220185559,0.411041495490527,0.418850329671945,0.426700034302876,0.434586839763108,0.442506902170128,0.450456310622027,0.45843109472453,0.466427232372332,0.474440657753042,0.482467269540412,0.490502939242141,0.498543519666361,0.506584853470061,0.514622781752072,0.522653152652882,0.530671829923547,0.538674701426141,0.546657687528748,0.554616749358756,0.562547896879298,0.570447196754972,0.578310779974537,0.58613484920006,0.593915685813952,0.601649656637505,0.609333220296842,0.616962933214662,0.624535455208701,0.632047554680483,0.639496113380625,0.646878130739692,0.654190727756307,0.661431150436976,0.668596772784688,0.675685099336012,0.682693767248875,0.689620547945647,0.696463348318402,0.703220211505419,0.709889317249921,0.716468981853936,0.722957657741795,0.729353932649287,0.735656528455789,0.741864299677837,0.747976231643529,0.753991438367953,0.759909160150397,0.765728760914556,0.771449725313191,0.777071655618832,0.78259426842205,0.78801739115868,0.793340958487064,0.798565008535972,0.803689679043344,0.808715203405378,0.813641906654814,0.81847020138648,0.823200583647347,0.827833628807497,0.83236998742744,0.836810381136339,0.841155598534696,0.845406491134098,0.849563969345653,0.853628998527757
0.295465577981079,0.299956806763247,0.304486799934245,0.309055002941421,0.313660834060756,0.318303684442863,0.322982918195862,0.327697872505805,0.332447857795297,0.337232157920823,0.342050030409269,0.346900706733971,0.351783392630597,0.356697268453032,0.361641489569345,0.366615186797841,0.371617466883062,0.37664741301153,0.381704085366893,0.386786521724047,0.391893738081694,0.397024729332672,0.402178469971313,0.407353914836958,0.412549999892648,0.417765643037932,0.422999744954584,0.428251189983978,0.433518847034712,0.438801570519032,0.44409820131647,0.44940756776306,0.454728486664389,0.460059764330674,0.465400197631988,0.470748575071673,0.476103677875952,0.481464281097657,0.486829154731976,0.492197064842073,0.497566774692387,0.50293704588741,0.508306639513725,0.513674317283045,0.519038842674043,0.524398982070706,0.529753505895013,0.535101189731713,0.540440815443044,0.54577117227122,0.55109105792661,0.556399279659533,0.561694655313671,0.566976014359164,0.572242198903494,0.577492064678379,0.582724482000925,0.587938336707412,0.593132531058144,0.598305984611907,0.603457635068656,0.608586439079169,0.61369137302048,0.618771433736045,0.623825639239659,0.628853029382272,0.633852666480973,0.638823635909465,0.643765046649545,0.64867603180312,0.653555749064474,0.658403381152557,0.663218136203199,0.667999248121229,0.672745976892612,0.677457608856782,0.682133456939462,0.686772860846344,0.691375187218097,0.695939829747247,0.700466209257559,0.704953773746615,0.709401998392373,0.713810385524531,0.718178464561612,0.722505791914715,0.726791950858954,0.731036551373631,0.735239229952252,0.739399649383528,0.743517498504514,0.747592491927118,0.751624369739171,0.75561289718133,0.759557864301055,0.763459085584942,0.767316399570678,0.771129668439911,0.774898777593303,0.778623635209039
0.263178347210573,0.268396739443206,0.273680170785002,0.279027940508888,0.284439284160554,0.289913373011539,0.295449313626005,0.301046147546244,0.306702851101621,0.312418335345427,0.318191446123734,0.324020964280008,0.329905605998822,0.335844023291598,0.341834804626819,0.347876475706707,0.353967500391798,0.360106281774348,0.366291163400927,0.372520430643959,0.378792312221425,0.385104981863262,0.391456560122452,0.397845116328112,0.404268670677308,0.410725196461677,0.417212622424339,0.423728835241965,0.430271682126282,0.436838973538736,0.443428486011463,0.450037965067226,0.456665128230469,0.46330766812118,0.469963255622851,0.476629543115454,0.483304167763977,0.489984754852845,0.496668921156249,0.503354278334268,0.510038436344501,0.516719006858882,0.523393606675273,0.530059861113519,0.536715407385668,0.543357897930246,0.549985003700622,0.556594417397774,0.563183856638002,0.569751067046525,0.576293825268232,0.582809941887283,0.58929726424773,0.595753679167797,0.602177115540978,0.608565546817686,0.614916993361716,0.621229524676409,0.627501261495991,0.633730377738176,0.639915102314753,0.646053720797489,0.652144576937307,0.658186074035321,0.664176676164905,0.670114909244586,0.675999361962104,0.681828686550573,0.687601599418195,0.693316881633503,0.698973379268581,0.704570003603208,0.71010573119324,0.715579603807018,0.720990728233873,0.726338275969208,0.731621482780879,0.736839648161882,0.741992134674592,0.747078367191972,0.752097832041346,0.757050076056462,0.761934705543658,0.766751385168008,0.771499836765376,0.776179838086302,0.780791221477618,0.785333872507672,0.789807728540936,0.794212777267716,0.798549055194545,0.802816646100733,0.807015679466375,0.811146328876995,0.815208810409786,0.819203381006248,0.823130336835839,0.826990011655009,0.83078277516582,0.834509031378124
0.244797511209645,0.249794824051035,0.25485972500028,0.259991732302825,0.265190302355131,0.27045482877312,0.275784641556802,0.281179006356932,0.286637123849379,0.292158129222701,0.297741091784247,0.303385014689796,0.309088834801501,0.314851422678574,0.320671582704782,0.326548053356435,0.332479507614139,0.338464553521107,0.344501734890341,0.350589532162504,0.356726363415717,0.362910585527988,0.36914049549238,0.375414331884397,0.381730276480489,0.388086456025906,0.394480944149519,0.400911763422555,0.407376887557584,0.413874243743427,0.420401715111034,0.426957143324782,0.43353833129301,0.440143045991065,0.446769021389547,0.453413961479961,0.460075543389448,0.466751420575857,0.473439226093992,0.480136575923501,0.486841072348557,0.493550307379231,0.500261866204202,0.506973330664322,0.513682282736428,0.52038630801673,0.527082999193133,0.533769959495879,0.540444806116029,0.547105173581473,0.553748717080353,0.560373115722095,0.566976075726539,0.573555333532029,0.58010865881375,0.58663385740405,0.593128774106951,0.599591295399626,0.606019352014113,0.612410921393174,0.618764030014766,0.625076755580227,0.631347229061911,0.637573636606637,0.643754221291971,0.64988728473299,0.655971188537829,0.662004355610934,0.667985271303572,0.673912484411744,0.679784608022241,0.685600320208141,0.691358364575597,0.697057550664258,0.702696754204176,0.708274917232489,0.713791048073596,0.719244221186923,0.724633576886754,0.729958320938891,0.735217724039209,0.740411121179416,0.745537910905543,0.750597554474856,0.755589574917037,0.760513556005594,0.765369141145513,0.770156032183246,0.77487398814512,0.779522823910243,0.784102408823967,0.788612665257856,0.793053567122087,0.797425138336034,0.801727451262705,0.805960625112542,0.810124824321917,0.814220256911502,0.818247172829493,0.822205862284456
0.276630320471845,0.281510664500321,0.286443014037003,0.291426730556641,0.296461131631326,0.301545490761248,0.306679037274927,0.311860956301158,0.317090388814687,0.322366431757539,0.327688138237676,0.333054517806508,0.338464536816554,0.343917118860319,0.349411145291266,0.35494545582745,0.360518849238199,0.366130084113924,0.371777879718886,0.377460916926465,0.383177839236222,0.388927253871728,0.394707732957869,0.400517814776056,0.406356005095459,0.412220778578125,0.418110580255553,0.424023827074009,0.429958909505629,0.43591419322206,0.441888020827174,0.447878713645127,0.45388457355983,0.459903884901662,0.465934916377095,0.471975923036687,0.478025148276757,0.484080825869918,0.490141182019503,0.496204437432841,0.502268809408232,0.508332513930444,0.514393767769485,0.520450790577419,0.526501806977978,0.532545048643771,0.538578756355941,0.544601182041175,0.550610590781115,0.556605262789271,0.562583495350743,0.568543604720152,0.574483927973406,0.580402824809082,0.586298679295431,0.592169901559234,0.598014929412958,0.603832229916929,0.609620300873477,0.615377672250281,0.621102907530423,0.626794604986921,0.632451398879809,0.638071960574111,0.643654999577338,0.649199264495433,0.654703543906362,0.660166667150836,0.665587505039919,0.670964970479554,0.676298019012292,0.681585649276771,0.68682690338573,0.692020867223587,0.69716667066481,0.702263487714567,0.707310536573275,0.71230707962692,0.717252423365141,0.722145918229263,0.726986958392591,0.731774981475404,0.736509468197228,0.741189941969036,0.745815968428137,0.75038715491858,0.754903149919946,0.759363642427477,0.763768361286492,0.768117074484096,0.772409588401148,0.776645747027514,0.780825431143563,0.784948557470868,0.789015077795038,0.793024978063553,0.796978277461445,0.800875027467578,0.804715310894245,0.80849924091271
0.268762645626866,0.272917507255671,0.277112258638282,0.281346535308456,0.2856199482418,0.289932083708992,0.294282503156487,0.298670743115628,0.303096315141052,0.307558705779206,0.312057376567788,0.316591764066826,0.321161279922089,0.325765310961449,0.330403219324752,0.335074342627691,0.339777994160107,0.344513463119066,0.349280014876982,0.354076891284994,0.358903311011699,0.363758469917276,0.368641541462952,0.373551677155655,0.378488007027636,0.383449640150732,0.388435665184854,0.393445150960204,0.398477147092622,0.403530684631371,0.408604776738594,0.413698419399558,0.41881059216275,0.423940258908763,0.429086368646853,0.434247856337957,0.439423643742879,0.444612640294283,0.449813743991045,0.455025842313468,0.460247813157781,0.465478525788285,0.470716841805467,0.475961616128344,0.481211697989237,0.486465931939174,0.491723158862048,0.496982216995655,0.502241942957694,0.50750117277482,0.512758742912798,0.518013491305841,0.523264258383182,0.528509888090965,0.533749228907535,0.538981134850249,0.544204466471939,0.549418091845196,0.554620887532697,0.559811739541814,0.564989544261819,0.570153209382044,0.575301654789409,0.580433813443801,0.585548632229863,0.590645072783807,0.59572211229395,0.600778744273759,0.605813979306256,0.610826845758731,0.615816390466797,0.620781679386898,0.625721798216483,0.630635852981155,0.635522970588164,0.640382299345749,0.64521300944789,0.650014293424139,0.654785366554283,0.659525467247692,0.664233857387269,0.668909822638037,0.673552672720455,0.678161741648647,0.682736387933811,0.687275994753149,0.691779970084721,0.696247746808719,0.700678782775698,0.705072560842387,0.709428588875746,0.713746399726001,0.718025551169438,0.722265625821779,0.726466231023024,0.730626998694664,0.734747585170216,0.738827671000066,0.742866960731632,0.746865182665872
0.314168085423494,0.318592132128691,0.323049132695761,0.327538513956015,0.332059680738178,0.336612016022572,0.341194881124501,0.345807615907098,0.350449539023837,0.355119948190852,0.359818120489134,0.364543312696615,0.369294761650086,0.374071684636797,0.378873279815561,0.383698726667064,0.388547186473053,0.393417802823969,0.398309702154529,0.403221994306709,0.40815377311946,0.413104117044472,0.418072089787191,0.423056740972235,0.428057106832301,0.433072210919571,0.438101064838565,0.443142668999338,0.448196013389845,0.45326007836626,0.458333835459958,0.463416248199838,0.468506272948628,0.473602859751735,0.478704953197212,0.483811493285338,0.488921416306313,0.49403365572452,0.499147143067797,0.504260808820157,0.509373583316346,0.514484397636684,0.51959218450057,0.524695879157079,0.529794420271071,0.534886750803246,0.539971818882602,0.545048578669777,0.550115991209765,0.555173025272571,0.560218658180343,0.565251876619633,0.570271677437408,0.57527706841955,0.58026706905057,0.585240711253384,0.590197040107987,0.595135114547975,0.600054008033906,0.604952809202554,0.60983062249118,0.614686568736028,0.619519785744293,0.62432942883891,0.629114671375574,0.633874705231457,0.638608741265198,0.643316009747784,0.647995760764015,0.65264726458434,0.657269812006903,0.661862714669715,0.666425305332927,0.67095693813128,0.675456988796821,0.679924854852088,0.684359955774009,0.688761733128799,0.693129650678243,0.697463194457769,0.701761872826778,0.706025216491757,0.710252778502737,0.714444134223712,0.718598881277656,0.722716639466841,0.726797050669174,0.7308397787113,0.734844509219272,0.738810949447578,0.742738828087371,0.746627895054744,0.750477921259924,0.754288698358264,0.758060038483919,0.761791773967123,0.765483757035948,0.769135859503478,0.772747972441287,0.776320005840135
0.251120776348258,0.256250997420512,0.261449435050387,0.266715512522242,0.272048587715764,0.277447952260991,0.282912830802976,0.288442380382073,0.294035689935675,0.299691779926965,0.305409602105953,0.311188039407779,0.31702590599287,0.322921947433166,0.328874841048185,0.334883196394226,0.34094555590951,0.347060395717524,0.353226126590252,0.359441095072407,0.365703584767122,0.372011817782966,0.378363956341436,0.384758104543447,0.391192310292632,0.397664567372584,0.404172817674467,0.410714953570752,0.417288820430128,0.423892219267975,0.430522909526152,0.437178611975168,0.443857011731258,0.450555761380259,0.457272484199662,0.464004777469718,0.470750215863984,0.477506354909325,0.484270734504984,0.491040882490045,0.497814318248345,0.504588556339701,0.511361110146161,0.518129495521942,0.524891234435642,0.531643858593421,0.538384913031898,0.545111959669681,0.551822580806698,0.558514382560729,0.565184998230899,0.571832091578269,0.578453360014084,0.585046537686725,0.591609398458921,0.598139758767343,0.604635480357269,0.611094472885665,0.617514696386621,0.623894163593785,0.630230942115087,0.636523156455749,0.642768989886252,0.648966686152641,0.655114551027232,0.661210953698462,0.667254327999291,0.673243173474236,0.679176056285736,0.685051609961146,0.690868535982286,0.69662560421997,0.70232165321652,0.707955590319724,0.713526391672173,0.719033102060322,0.724474834628026,0.729850770459611,0.735160158037883,0.740402312582722,0.745576615276162,0.750682512380008,0.75571951425226,0.760687194268662,0.765585187655831,0.770413190242447,0.775170957134997,0.779858301324565,0.784475092231122,0.789021254191666,0.793496764898517,0.797901653793906,0.80223600042689,0.806499932778447,0.810693625560439,0.814817298493934,0.81887121457217,0.822855678313242,0.826771034007345,0.830617663963198
0.406383037214527,0.407766365381408,0.40915115681819,0.410537391068543,0.411925047586046,0.413314105735332,0.41470454479324,0.41609634394998,0.417489482310315,0.418883938894746,0.420279692640709,0.421676722403791,0.42307500695895,0.424474525001743,0.425875255149573,0.427277175942939,0.428680265846702,0.430084503251355,0.43148986647431,0.432896333761186,0.434303883287115,0.435712493158055,0.437122141412108,0.438532806020852,0.43994446489068,0.441357095864152,0.442770676721344,0.444185185181221,0.445600598903007,0.447016895487568,0.448434052478798,0.449852047365024,0.451270857580403,0.452690460506341,0.454110833472906,0.455531953760261,0.456953798600095,0.458376345177061,0.459799570630227,0.461223452054525,0.462647966502213,0.464073090984335,0.465498802472199,0.466925077898847,0.468351894160539,0.469779228118237,0.471207056599099,0.472635356397974,0.474064104278902,0.47549327697662,0.476922851198067,0.478352803623903,0.47978311091002,0.481213749689061,0.48264469657195,0.48407592814941,0.485507420993495,0.486939151659124,0.488371096685611,0.4898032325982,0.491235535909608,0.492667983121561,0.494100550726337,0.495533215208304,0.49696595304547,0.498398740711025,0.499831554674884,0.501264371405236,0.502697167370086,0.504129919038804,0.505562602883673,0.506995195381426,0.508427673014799,0.509860012274072,0.51129218965861,0.512724181678406,0.514155964855622,0.515587515726126,0.517018810841028,0.518449826768216,0.519880540093887,0.521310927424077,0.522740965386185,0.524170630630501,0.525599899831723,0.527028749690477,0.528457156934827,0.529885098321789,0.531312550638831,0.53273949070538,0.534165895374317,0.535591741533469,0.537017006107095,0.538441666057373,0.539865698385871,0.541289080135027,0.542711788389606,0.544133800278167,0.545555092974517,0.546975643699153
