subj,trial,map,option1,option2,chosen_object,unchosen_object,chosen_value,unchosen_value,decision
127,28,2,4,8,8,4,16.1621192465339,1.67308660338568,2
127,29,2,9,8,9,8,19.0043934374881,16.1621192465339,1
127,30,2,2,1,2,1,16.1621192465339,44.4858066222941,1
127,31,1,7,9,9,7,70.8751717969681,90.3707077873196,2
127,32,1,9,4,4,9,14.0261042959477,70.8751717969681,2
127,33,1,3,8,8,3,43.594028762536,11.0002740485006,2
127,34,1,2,9,2,9,4.89356064113839,70.8751717969681,1
127,35,1,4,1,1,4,0.759511501145757,14.0261042959477,2
127,36,1,12,6,6,12,43.594028762536,17.884245506376,2
127,37,1,9,12,12,9,17.884245506376,70.8751717969681,2
127,38,1,10,2,10,2,4.89356064113839,4.89356064113839,1
127,39,1,6,9,6,9,43.594028762536,70.8751717969681,1
127,40,1,9,1,9,1,70.8751717969681,0.759511501145757,1
127,41,2,4,2,2,4,16.1621192465339,1.67308660338568,2
127,42,2,9,7,9,7,19.0043934374881,1.88923160081495,1
127,43,2,2,11,11,2,100,16.1621192465339,2
127,44,2,10,1,10,1,50.2328997724974,44.4858066222941,1
127,45,2,5,3,5,3,2.61214098539182,50.2328997724975,1
127,46,2,3,9,3,9,50.2328997724975,19.0043934374881,1
127,47,2,11,4,11,4,100,1.67308660338568,1
127,48,2,11,10,10,11,50.2328997724974,100,2
127,49,2,4,11,11,4,100,1.67308660338568,2
127,50,2,11,10,11,10,100,50.2328997724974,1
127,51,1,10,2,2,10,4.89356064113839,4.89356064113839,2
127,52,1,8,12,8,12,43.594028762536,17.884245506376,1
127,53,1,4,8,4,8,14.0261042959477,43.594028762536,1
127,54,1,10,7,7,10,90.3707077873196,4.89356064113839,2
127,55,1,7,1,7,1,90.3707077873196,0.759511501145757,1
127,56,1,6,4,6,4,43.594028762536,14.0261042959477,1
127,57,1,8,9,9,8,70.8751717969681,43.594028762536,2
127,58,1,8,7,8,7,43.594028762536,90.3707077873196,1
127,59,1,3,10,3,10,11.0002740485006,4.89356064113839,1
127,60,1,3,6,6,3,43.594028762536,11.0002740485006,2
127,61,2,8,11,11,8,100,16.1621192465339,2
127,62,2,3,4,3,4,50.2328997724975,1.67308660338568,1
127,63,2,7,1,7,1,1.88923160081495,44.4858066222941,1
127,64,2,5,9,5,9,2.61214098539182,19.0043934374881,1
127,65,2,10,8,10,8,50.2328997724974,16.1621192465339,1
127,66,2,10,1,1,10,44.4858066222941,50.2328997724974,2
127,67,2,3,7,3,7,50.2328997724975,1.88923160081495,1
127,68,2,3,5,3,5,50.2328997724975,2.61214098539182,1
127,69,2,1,3,1,3,44.4858066222941,50.2328997724975,1
127,70,2,8,2,2,8,16.1621192465339,16.1621192465339,2
127,71,1,6,3,6,3,43.594028762536,11.0002740485006,1
127,72,1,2,3,2,3,4.89356064113839,11.0002740485006,1
127,73,1,3,12,3,12,11.0002740485006,17.884245506376,1
127,74,1,2,12,12,2,17.884245506376,4.89356064113839,2
127,75,1,9,10,10,9,4.89356064113839,70.8751717969681,2
127,76,1,6,2,6,2,43.594028762536,4.89356064113839,1
127,77,1,9,2,9,2,70.8751717969681,4.89356064113839,1
127,78,1,12,10,12,10,17.884245506376,4.89356064113839,1
127,79,1,10,3,3,10,11.0002740485006,4.89356064113839,2
127,80,1,1,12,12,1,17.884245506376,0.759511501145757,2
127,81,2,9,8,9,8,19.0043934374881,16.1621192465339,1
127,82,2,8,4,8,4,16.1621192465339,1.67308660338568,1
127,83,2,8,5,5,8,2.61214098539182,16.1621192465339,2
127,84,2,5,1,1,5,44.4858066222941,2.61214098539182,2
127,85,2,1,4,1,4,44.4858066222941,1.67308660338568,1
127,86,2,7,9,9,7,19.0043934374881,1.88923160081495,2
127,87,2,7,11,11,7,100,1.88923160081495,2
127,88,2,11,10,11,10,100,50.2328997724974,1
127,89,2,7,5,5,7,2.61214098539182,1.88923160081495,2
127,90,2,5,3,3,5,50.2328997724975,2.61214098539182,2
127,91,1,1,10,10,1,4.89356064113839,0.759511501145757,2
127,92,1,4,10,4,10,14.0261042959477,4.89356064113839,1
127,93,1,8,4,8,4,43.594028762536,14.0261042959477,1
127,94,1,10,6,6,10,43.594028762536,4.89356064113839,2
127,95,1,1,4,1,4,0.759511501145757,14.0261042959477,1
127,96,1,12,7,7,12,90.3707077873196,17.884245506376,2
127,97,1,1,4,4,1,14.0261042959477,0.759511501145757,2
127,98,1,7,8,7,8,90.3707077873196,43.594028762536,1
127,99,1,6,8,6,8,43.594028762536,43.594028762536,1
127,100,1,8,2,2,8,4.89356064113839,43.594028762536,2
128,1,1,8,12,12,8,17.884245506376,43.594028762536,2
128,2,1,8,7,8,7,43.594028762536,90.3707077873196,1
128,3,1,4,3,4,3,14.0261042959477,11.0002740485006,1
128,4,1,7,12,7,12,90.3707077873196,17.884245506376,1
128,5,1,8,12,8,12,43.594028762536,17.884245506376,1
128,6,1,6,8,6,8,43.594028762536,43.594028762536,1
128,7,1,7,8,8,7,43.594028762536,90.3707077873196,2
128,8,1,2,12,2,12,4.89356064113839,17.884245506376,1
128,9,1,4,1,1,4,0.759511501145757,14.0261042959477,2
128,10,1,10,3,10,3,4.89356064113839,11.0002740485006,1
128,11,2,7,9,9,7,19.0043934374881,1.88923160081495,2
128,12,2,2,5,2,5,16.1621192465339,2.61214098539182,1
128,13,2,2,3,3,2,50.2328997724975,16.1621192465339,2
128,14,2,4,8,8,4,16.1621192465339,1.67308660338568,2
128,15,2,5,10,10,5,50.2328997724974,2.61214098539182,2
128,16,2,10,11,11,10,100,50.2328997724974,2
128,17,2,10,1,1,10,44.4858066222941,50.2328997724974,2
128,18,2,3,1,3,1,50.2328997724975,44.4858066222941,1
128,19,2,11,5,5,11,2.61214098539182,100,2
128,20,2,2,8,8,2,16.1621192465339,16.1621192465339,2
128,21,1,9,1,9,1,70.8751717969681,0.759511501145757,1
128,22,1,4,9,4,9,14.0261042959477,70.8751717969681,1
128,23,1,1,6,6,1,43.594028762536,0.759511501145757,2
128,24,1,12,7,7,12,90.3707077873196,17.884245506376,2
128,25,1,3,2,3,2,11.0002740485006,4.89356064113839,1
128,26,1,7,4,4,7,14.0261042959477,90.3707077873196,2
128,27,1,1,8,1,8,0.759511501145757,43.594028762536,1
128,28,1,2,10,2,10,4.89356064113839,4.89356064113839,1
128,29,1,9,2,9,2,70.8751717969681,4.89356064113839,1
128,30,1,1,6,6,1,43.594028762536,0.759511501145757,2
128,31,2,8,2,2,8,16.1621192465339,16.1621192465339,2
128,32,2,11,1,1,11,44.4858066222941,100,2
128,33,2,3,1,3,1,50.2328997724975,44.4858066222941,1
128,34,2,4,3,4,3,1.67308660338568,50.2328997724975,1
128,35,2,8,4,8,4,16.1621192465339,1.67308660338568,1
128,36,2,5,11,5,11,2.61214098539182,100,1
128,37,2,5,11,11,5,100,2.61214098539182,2
128,38,2,8,1,1,8,44.4858066222941,16.1621192465339,2
128,39,2,2,9,2,9,16.1621192465339,19.0043934374881,1
128,40,2,1,9,9,1,19.0043934374881,44.4858066222941,2
128,41,1,9,3,9,3,70.8751717969681,11.0002740485006,1
128,42,1,12,4,12,4,17.884245506376,14.0261042959477,1
128,43,1,8,9,8,9,43.594028762536,70.8751717969681,1
128,44,1,6,9,6,9,43.594028762536,70.8751717969681,1
128,45,1,9,12,9,12,70.8751717969681,17.884245506376,1
128,46,1,12,6,6,12,43.594028762536,17.884245506376,2
128,47,1,6,1,1,6,0.759511501145757,43.594028762536,2
128,48,1,6,7,7,6,90.3707077873196,43.594028762536,2
128,49,1,12,10,10,12,4.89356064113839,17.884245506376,2
128,50,1,2,10,2,10,4.89356064113839,4.89356064113839,1
128,51,2,9,4,9,4,19.0043934374881,1.67308660338568,1
128,52,2,1,4,4,1,1.67308660338568,44.4858066222941,2
128,53,2,3,11,11,3,100,50.2328997724975,2
128,54,2,5,10,5,10,2.61214098539182,50.2328997724974,1
128,55,2,4,5,5,4,2.61214098539182,1.67308660338568,2
128,56,2,10,4,10,4,50.2328997724974,1.67308660338568,1
128,57,2,11,9,9,11,19.0043934374881,100,2
128,58,2,7,8,7,8,1.88923160081495,16.1621192465339,1
128,59,2,4,7,4,7,1.67308660338568,1.88923160081495,1
128,60,2,9,10,10,9,50.2328997724974,19.0043934374881,2
128,61,1,3,8,3,8,11.0002740485006,43.594028762536,1
128,62,1,10,2,2,10,4.89356064113839,4.89356064113839,2
128,63,1,10,3,3,10,11.0002740485006,4.89356064113839,2
128,64,1,2,7,2,7,4.89356064113839,90.3707077873196,1
128,65,1,4,1,1,4,0.759511501145757,14.0261042959477,2
128,66,1,7,6,6,7,43.594028762536,90.3707077873196,2
128,67,1,1,4,4,1,14.0261042959477,0.759511501145757,2
128,68,1,3,7,3,7,11.0002740485006,90.3707077873196,1
128,69,1,9,4,9,4,70.8751717969681,14.0261042959477,1
128,70,1,6,9,6,9,43.594028762536,70.8751717969681,1
128,71,2,9,10,10,9,50.2328997724974,19.0043934374881,2
128,72,2,7,2,7,2,1.88923160081495,16.1621192465339,1
128,73,2,4,5,5,4,2.61214098539182,1.67308660338568,2
128,74,2,11,9,11,9,100,19.0043934374881,1
128,75,2,10,7,7,10,1.88923160081495,50.2328997724974,2
128,76,2,7,8,8,7,16.1621192465339,1.88923160081495,2
128,77,2,1,3,3,1,50.2328997724975,44.4858066222941,2
128,78,2,1,10,1,10,44.4858066222941,50.2328997724974,1
128,79,2,5,7,7,5,1.88923160081495,2.61214098539182,2
128,80,2,7,8,8,7,16.1621192465339,1.88923160081495,2
128,81,1,10,3,10,3,4.89356064113839,11.0002740485006,1
128,82,1,2,10,2,10,4.89356064113839,4.89356064113839,1
128,83,1,3,1,3,1,11.0002740485006,0.759511501145757,1
128,84,1,12,10,12,10,17.884245506376,4.89356064113839,1
128,85,1,8,4,4,8,14.0261042959477,43.594028762536,2
128,86,1,10,2,2,10,4.89356064113839,4.89356064113839,2
128,87,1,3,8,3,8,11.0002740485006,43.594028762536,1
128,88,1,1,2,1,2,0.759511501145757,4.89356064113839,1
128,89,1,4,6,6,4,43.594028762536,14.0261042959477,2
128,90,1,7,9,9,7,70.8751717969681,90.3707077873196,2
128,91,2,8,7,7,8,1.88923160081495,16.1621192465339,2
128,92,2,9,2,2,9,16.1621192465339,19.0043934374881,2
128,93,2,2,3,3,2,50.2328997724975,16.1621192465339,2
128,94,2,11,2,11,2,100,16.1621192465339,1
128,95,2,9,4,9,4,19.0043934374881,1.67308660338568,1
128,96,2,1,7,1,7,44.4858066222941,1.88923160081495,1
128,97,2,8,11,8,11,16.1621192465339,100,1
128,98,2,10,3,10,3,50.2328997724974,50.2328997724975,1
128,99,2,3,2,3,2,50.2328997724975,16.1621192465339,1
128,100,2,3,5,3,5,50.2328997724975,2.61214098539182,1
129,1,1,6,3,3,6,11.0002740485006,43.594028762536,2
129,2,1,4,9,9,4,70.8751717969681,14.0261042959477,2
129,3,1,12,9,9,12,70.8751717969681,17.884245506376,2
129,4,1,9,6,9,6,70.8751717969681,43.594028762536,1
129,5,1,9,8,8,9,43.594028762536,70.8751717969681,2
129,6,1,3,12,12,3,17.884245506376,11.0002740485006,2
129,7,1,10,6,6,10,43.594028762536,4.89356064113839,2
129,8,1,1,2,2,1,4.89356064113839,0.759511501145757,2
129,9,1,2,3,3,2,11.0002740485006,4.89356064113839,2
129,10,1,12,4,4,12,14.0261042959477,17.884245506376,2
129,11,2,8,9,8,9,16.1621192465339,19.0043934374881,1
129,12,2,8,10,10,8,50.2328997724974,16.1621192465339,2
129,13,2,5,2,2,5,16.1621192465339,2.61214098539182,2
129,14,2,11,2,11,2,100,16.1621192465339,1
129,15,2,10,7,10,7,50.2328997724974,1.88923160081495,1
129,16,2,5,3,3,5,50.2328997724975,2.61214098539182,2
129,17,2,10,5,10,5,50.2328997724974,2.61214098539182,1
129,18,2,1,4,1,4,44.4858066222941,1.67308660338568,1
129,19,2,8,11,11,8,100,16.1621192465339,2
129,20,2,3,11,11,3,100,50.2328997724975,2
129,21,1,7,10,7,10,90.3707077873196,4.89356064113839,1
129,22,1,2,1,2,1,4.89356064113839,0.759511501145757,1
129,23,1,3,12,3,12,11.0002740485006,17.884245506376,1
129,24,1,12,2,12,2,17.884245506376,4.89356064113839,1
129,25,1,1,12,12,1,17.884245506376,0.759511501145757,2
129,26,1,6,9,9,6,70.8751717969681,43.594028762536,2
129,27,1,6,2,6,2,43.594028762536,4.89356064113839,1
129,28,1,4,9,9,4,70.8751717969681,14.0261042959477,2
129,29,1,12,3,12,3,17.884245506376,11.0002740485006,1
129,30,1,4,6,6,4,43.594028762536,14.0261042959477,2
129,31,2,4,1,1,4,44.4858066222941,1.67308660338568,2
129,32,2,4,8,8,4,16.1621192465339,1.67308660338568,2
129,33,2,2,3,3,2,50.2328997724975,16.1621192465339,2
129,34,2,7,2,2,7,16.1621192465339,1.88923160081495,2
129,35,2,1,5,1,5,44.4858066222941,2.61214098539182,1
129,36,2,9,1,1,9,44.4858066222941,19.0043934374881,2
129,37,2,3,9,3,9,50.2328997724975,19.0043934374881,1
129,38,2,4,7,4,7,1.67308660338568,1.88923160081495,1
129,39,2,7,9,9,7,19.0043934374881,1.88923160081495,2
129,40,2,7,5,7,5,1.88923160081495,2.61214098539182,1
129,41,1,1,8,8,1,43.594028762536,0.759511501145757,2
129,42,1,1,10,10,1,4.89356064113839,0.759511501145757,2
129,43,1,6,2,6,2,43.594028762536,4.89356064113839,1
129,44,1,4,10,4,10,14.0261042959477,4.89356064113839,1
129,45,1,10,1,10,1,4.89356064113839,0.759511501145757,1
129,46,1,8,9,9,8,70.8751717969681,43.594028762536,2
129,47,1,7,3,7,3,90.3707077873196,11.0002740485006,1
129,48,1,9,10,9,10,70.8751717969681,4.89356064113839,1
129,49,1,7,2,7,2,90.3707077873196,4.89356064113839,1
129,50,1,12,6,6,12,43.594028762536,17.884245506376,2
129,51,2,2,11,11,2,100,16.1621192465339,2
129,52,2,7,10,10,7,50.2328997724974,1.88923160081495,2
129,53,2,3,9,3,9,50.2328997724975,19.0043934374881,1
129,54,2,1,4,1,4,44.4858066222941,1.67308660338568,1
129,55,2,9,8,8,9,16.1621192465339,19.0043934374881,2
129,56,2,11,4,11,4,100,1.67308660338568,1
129,57,2,5,3,3,5,50.2328997724975,2.61214098539182,2
129,58,2,10,5,10,5,50.2328997724974,2.61214098539182,1
129,59,2,10,8,10,8,50.2328997724974,16.1621192465339,1
129,60,2,9,11,11,9,100,19.0043934374881,2
129,61,1,8,4,8,4,43.594028762536,14.0261042959477,1
129,62,1,9,8,9,8,70.8751717969681,43.594028762536,1
129,63,1,7,12,7,12,90.3707077873196,17.884245506376,1
129,64,1,3,8,8,3,43.594028762536,11.0002740485006,2
129,65,1,7,4,7,4,90.3707077873196,14.0261042959477,1
129,66,1,8,3,8,3,43.594028762536,11.0002740485006,1
129,67,1,10,1,10,1,4.89356064113839,0.759511501145757,1
129,68,1,2,8,2,8,4.89356064113839,43.594028762536,1
129,69,1,2,10,10,2,4.89356064113839,4.89356064113839,2
129,70,1,1,4,4,1,14.0261042959477,0.759511501145757,2
129,71,2,1,7,1,7,44.4858066222941,1.88923160081495,1
129,72,2,11,10,11,10,100,50.2328997724974,1
129,73,2,9,1,1,9,44.4858066222941,19.0043934374881,2
129,74,2,5,1,1,5,44.4858066222941,2.61214098539182,2
129,75,2,9,10,10,9,50.2328997724974,19.0043934374881,2
129,76,2,4,10,10,4,50.2328997724974,1.67308660338568,2
129,77,2,11,7,11,7,100,1.88923160081495,1
129,78,2,3,2,3,2,50.2328997724975,16.1621192465339,1
129,79,2,4,3,3,4,50.2328997724975,1.67308660338568,2
129,80,2,2,4,2,4,16.1621192465339,1.67308660338568,1
129,81,1,3,7,7,3,90.3707077873196,11.0002740485006,2
129,82,1,4,12,4,12,14.0261042959477,17.884245506376,1
129,83,1,8,7,7,8,90.3707077873196,43.594028762536,2
129,84,1,2,6,6,2,43.594028762536,4.89356064113839,2
129,85,1,8,1,8,1,43.594028762536,0.759511501145757,1
129,86,1,6,7,7,6,90.3707077873196,43.594028762536,2
129,87,1,9,7,7,9,90.3707077873196,70.8751717969681,2
129,88,1,10,7,7,10,90.3707077873196,4.89356064113839,2
129,89,1,3,1,3,1,11.0002740485006,0.759511501145757,1
129,90,1,10,4,4,10,14.0261042959477,4.89356064113839,2
129,91,2,11,8,11,8,100,16.1621192465339,1
129,92,2,3,7,3,7,50.2328997724975,1.88923160081495,1
129,93,2,8,1,1,8,44.4858066222941,16.1621192465339,2
129,94,2,5,8,5,8,2.61214098539182,16.1621192465339,1
129,95,2,7,9,9,7,19.0043934374881,1.88923160081495,2
129,96,2,8,4,8,4,16.1621192465339,1.67308660338568,1
129,97,2,2,11,11,2,100,16.1621192465339,2
129,98,2,1,3,3,1,50.2328997724975,44.4858066222941,2
129,99,2,10,2,10,2,50.2328997724974,16.1621192465339,1
129,100,2,2,5,2,5,16.1621192465339,2.61214098539182,1
130,1,2,3,10,3,10,50.2328997724975,50.2328997724974,1
130,2,2,7,9,9,7,19.0043934374881,1.88923160081495,2
130,3,2,5,3,3,5,50.2328997724975,2.61214098539182,2
130,4,2,4,3,3,4,50.2328997724975,1.67308660338568,2
130,5,2,10,5,5,10,2.61214098539182,50.2328997724974,2
130,6,2,4,7,4,7,1.67308660338568,1.88923160081495,1
130,7,2,2,8,2,8,16.1621192465339,16.1621192465339,1
130,8,2,4,2,4,2,1.67308660338568,16.1621192465339,1
130,9,2,2,1,1,2,44.4858066222941,16.1621192465339,2
130,10,2,9,11,11,9,100,19.0043934374881,2
130,11,1,8,1,8,1,43.594028762536,0.759511501145757,1
130,12,1,4,2,2,4,4.89356064113839,14.0261042959477,2
130,13,1,6,3,6,3,43.594028762536,11.0002740485006,1
130,14,1,6,2,2,6,4.89356064113839,43.594028762536,2
130,15,1,2,4,4,2,14.0261042959477,4.89356064113839,2
130,16,1,1,2,1,2,0.759511501145757,4.89356064113839,1
130,17,1,12,10,10,12,4.89356064113839,17.884245506376,2
130,18,1,12,6,12,6,17.884245506376,43.594028762536,1
130,19,1,10,7,7,10,90.3707077873196,4.89356064113839,2
130,20,1,7,1,1,7,0.759511501145757,90.3707077873196,2
130,21,2,7,3,7,3,1.88923160081495,50.2328997724975,1
130,22,2,7,4,4,7,1.67308660338568,1.88923160081495,2
130,23,2,1,7,1,7,44.4858066222941,1.88923160081495,1
130,24,2,5,2,5,2,2.61214098539182,16.1621192465339,1
130,25,2,11,1,11,1,100,44.4858066222941,1
130,26,2,11,2,11,2,100,16.1621192465339,1
130,27,2,10,9,10,9,50.2328997724974,19.0043934374881,1
130,28,2,4,10,4,10,1.67308660338568,50.2328997724974,1
130,29,2,11,9,11,9,100,19.0043934374881,1
130,30,2,9,3,3,9,50.2328997724975,19.0043934374881,2
130,31,1,4,12,12,4,17.884245506376,14.0261042959477,2
130,32,1,6,12,6,12,43.594028762536,17.884245506376,1
130,33,1,10,7,10,7,4.89356064113839,90.3707077873196,1
130,34,1,3,10,3,10,11.0002740485006,4.89356064113839,1
130,35,1,1,6,1,6,0.759511501145757,43.594028762536,1
130,36,1,2,6,2,6,4.89356064113839,43.594028762536,1
130,37,1,10,9,9,10,70.8751717969681,4.89356064113839,2
130,38,1,12,10,12,10,17.884245506376,4.89356064113839,1
130,39,1,7,1,7,1,90.3707077873196,0.759511501145757,1
130,40,1,3,6,6,3,43.594028762536,11.0002740485006,2
130,41,2,9,7,7,9,1.88923160081495,19.0043934374881,2
130,42,2,9,2,2,9,16.1621192465339,19.0043934374881,2
130,43,2,11,1,11,1,100,44.4858066222941,1
130,44,2,8,5,8,5,16.1621192465339,2.61214098539182,1
130,45,2,3,8,3,8,50.2328997724975,16.1621192465339,1
130,46,2,1,4,1,4,44.4858066222941,1.67308660338568,1
130,47,2,1,4,4,1,1.67308660338568,44.4858066222941,2
130,48,2,9,11,11,9,100,19.0043934374881,2
130,49,2,3,11,11,3,100,50.2328997724975,2
130,50,2,10,11,11,10,100,50.2328997724974,2
130,51,1,9,8,9,8,70.8751717969681,43.594028762536,1
130,52,1,10,4,10,4,4.89356064113839,14.0261042959477,1
130,53,1,7,1,7,1,90.3707077873196,0.759511501145757,1
130,54,1,7,12,7,12,90.3707077873196,17.884245506376,1
130,55,1,3,2,3,2,11.0002740485006,4.89356064113839,1
130,56,1,9,7,9,7,70.8751717969681,90.3707077873196,1
130,57,1,3,1,3,1,11.0002740485006,0.759511501145757,1
130,58,1,7,3,7,3,90.3707077873196,11.0002740485006,1
130,59,1,4,9,9,4,70.8751717969681,14.0261042959477,2
130,60,1,2,8,8,2,43.594028762536,4.89356064113839,2
130,61,2,1,9,9,1,19.0043934374881,44.4858066222941,2
130,62,2,8,4,4,8,1.67308660338568,16.1621192465339,2
130,63,2,5,7,5,7,2.61214098539182,1.88923160081495,1
130,64,2,2,5,2,5,16.1621192465339,2.61214098539182,1
130,65,2,8,10,10,8,50.2328997724974,16.1621192465339,2
130,66,2,1,10,10,1,50.2328997724974,44.4858066222941,2
130,67,2,7,1,7,1,1.88923160081495,44.4858066222941,1
130,68,2,10,4,10,4,50.2328997724974,1.67308660338568,1
130,69,2,2,5,2,5,16.1621192465339,2.61214098539182,1
130,70,2,8,9,8,9,16.1621192465339,19.0043934374881,1
130,71,1,8,9,9,8,70.8751717969681,43.594028762536,2
130,72,1,8,7,7,8,90.3707077873196,43.594028762536,2
130,73,1,4,12,12,4,17.884245506376,14.0261042959477,2
130,74,1,1,10,10,1,4.89356064113839,0.759511501145757,2
130,75,1,9,12,12,9,17.884245506376,70.8751717969681,2
130,76,1,6,3,6,3,43.594028762536,11.0002740485006,1
130,77,1,10,8,8,10,43.594028762536,4.89356064113839,2
130,78,1,6,2,2,6,4.89356064113839,43.594028762536,2
130,79,1,2,4,4,2,14.0261042959477,4.89356064113839,2
130,80,1,1,9,1,9,0.759511501145757,70.8751717969681,1
130,81,2,2,5,2,5,16.1621192465339,2.61214098539182,1
130,82,2,8,2,8,2,16.1621192465339,16.1621192465339,1
130,83,2,3,10,10,3,50.2328997724974,50.2328997724975,2
130,84,2,7,1,1,7,44.4858066222941,1.88923160081495,2
130,85,2,5,8,8,5,16.1621192465339,2.61214098539182,2
130,86,2,5,8,5,8,2.61214098539182,16.1621192465339,1
130,87,2,10,11,11,10,100,50.2328997724974,2
130,88,2,4,3,3,4,50.2328997724975,1.67308660338568,2
130,89,2,3,8,3,8,50.2328997724975,16.1621192465339,1
130,90,2,11,7,11,7,100,1.88923160081495,1
130,91,1,8,10,8,10,43.594028762536,4.89356064113839,1
130,92,1,12,8,12,8,17.884245506376,43.594028762536,1
130,93,1,2,3,2,3,4.89356064113839,11.0002740485006,1
130,94,1,1,8,1,8,0.759511501145757,43.594028762536,1
130,95,1,4,7,7,4,90.3707077873196,14.0261042959477,2
130,96,1,8,9,9,8,70.8751717969681,43.594028762536,2
130,97,1,12,4,4,12,14.0261042959477,17.884245506376,2
130,98,1,3,4,3,4,11.0002740485006,14.0261042959477,1
130,99,1,9,3,9,3,70.8751717969681,11.0002740485006,1
130,100,1,9,6,6,9,43.594028762536,70.8751717969681,2
131,1,2,4,9,9,4,19.0043934374881,1.67308660338568,2
131,2,2,3,9,3,9,50.2328997724975,19.0043934374881,1
131,3,2,7,3,7,3,1.88923160081495,50.2328997724975,1
131,4,2,9,2,2,9,16.1621192465339,19.0043934374881,2
131,5,2,1,5,1,5,44.4858066222941,2.61214098539182,1
131,6,2,3,1,3,1,50.2328997724975,44.4858066222941,1
131,7,2,5,4,5,4,2.61214098539182,1.67308660338568,1
131,8,2,8,7,8,7,16.1621192465339,1.88923160081495,1
131,9,2,2,5,5,2,2.61214098539182,16.1621192465339,2
131,10,2,8,2,2,8,16.1621192465339,16.1621192465339,2
131,11,1,1,7,1,7,0.759511501145757,90.3707077873196,1
131,12,1,4,10,10,4,4.89356064113839,14.0261042959477,2
131,13,1,1,3,3,1,11.0002740485006,0.759511501145757,2
131,14,1,8,12,8,12,43.594028762536,17.884245506376,1
131,15,1,6,3,6,3,43.594028762536,11.0002740485006,1
131,16,1,12,6,12,6,17.884245506376,43.594028762536,1
131,17,1,4,8,4,8,14.0261042959477,43.594028762536,1
131,18,1,9,12,9,12,70.8751717969681,17.884245506376,1
131,19,1,8,1,8,1,43.594028762536,0.759511501145757,1
131,20,1,9,2,9,2,70.8751717969681,4.89356064113839,1
131,21,2,3,2,3,2,50.2328997724975,16.1621192465339,1
131,22,2,7,3,3,7,50.2328997724975,1.88923160081495,2
131,23,2,2,4,2,4,16.1621192465339,1.67308660338568,1
131,24,2,4,10,10,4,50.2328997724974,1.67308660338568,2
131,25,2,8,1,1,8,44.4858066222941,16.1621192465339,2
131,26,2,9,8,8,9,16.1621192465339,19.0043934374881,2
131,27,2,7,1,1,7,44.4858066222941,1.88923160081495,2
131,28,2,9,11,11,9,100,19.0043934374881,2
131,29,2,10,11,10,11,50.2328997724974,100,1
131,30,2,11,10,11,10,100,50.2328997724974,1
131,31,1,1,10,10,1,4.89356064113839,0.759511501145757,2
131,32,1,12,6,12,6,17.884245506376,43.594028762536,1
131,33,1,6,1,6,1,43.594028762536,0.759511501145757,1
131,34,1,7,6,7,6,90.3707077873196,43.594028762536,1
131,35,1,2,4,4,2,14.0261042959477,4.89356064113839,2
131,36,1,1,8,8,1,43.594028762536,0.759511501145757,2
131,37,1,2,6,2,6,4.89356064113839,43.594028762536,1
131,38,1,9,4,9,4,70.8751717969681,14.0261042959477,1
131,39,1,7,3,3,7,11.0002740485006,90.3707077873196,2
131,40,1,9,7,7,9,90.3707077873196,70.8751717969681,2
131,41,2,3,8,8,3,16.1621192465339,50.2328997724975,2
131,42,2,4,2,2,4,16.1621192465339,1.67308660338568,2
131,43,2,9,4,4,9,1.67308660338568,19.0043934374881,2
131,44,2,11,7,11,7,100,1.88923160081495,1
131,45,2,11,10,11,10,100,50.2328997724974,1
131,46,2,1,8,1,8,44.4858066222941,16.1621192465339,1
131,47,2,5,11,11,5,100,2.61214098539182,2
131,48,2,10,1,10,1,50.2328997724974,44.4858066222941,1
131,49,2,7,9,9,7,19.0043934374881,1.88923160081495,2
131,50,2,5,7,7,5,1.88923160081495,2.61214098539182,2
131,51,1,10,9,9,10,70.8751717969681,4.89356064113839,2
131,52,1,12,9,12,9,17.884245506376,70.8751717969681,1
131,53,1,7,12,7,12,90.3707077873196,17.884245506376,1
131,54,1,8,9,8,9,43.594028762536,70.8751717969681,1
131,55,1,10,1,10,1,4.89356064113839,0.759511501145757,1
131,56,1,4,8,8,4,43.594028762536,14.0261042959477,2
131,57,1,6,4,4,6,14.0261042959477,43.594028762536,2
131,58,1,4,7,7,4,90.3707077873196,14.0261042959477,2
131,59,1,6,1,6,1,43.594028762536,0.759511501145757,1
131,60,1,8,9,9,8,70.8751717969681,43.594028762536,2
131,61,2,2,3,3,2,50.2328997724975,16.1621192465339,2
131,62,2,7,5,7,5,1.88923160081495,2.61214098539182,1
131,63,2,9,5,5,9,2.61214098539182,19.0043934374881,2
131,64,2,8,9,8,9,16.1621192465339,19.0043934374881,1
131,65,2,1,5,1,5,44.4858066222941,2.61214098539182,1
131,66,2,11,10,11,10,100,50.2328997724974,1
131,67,2,2,3,2,3,16.1621192465339,50.2328997724975,1
131,68,2,3,2,3,2,50.2328997724975,16.1621192465339,1
131,69,2,5,7,5,7,2.61214098539182,1.88923160081495,1
131,70,2,11,1,11,1,100,44.4858066222941,1
131,71,1,3,10,3,10,11.0002740485006,4.89356064113839,1
131,72,1,7,8,7,8,90.3707077873196,43.594028762536,1
131,73,1,2,8,2,8,4.89356064113839,43.594028762536,1
131,74,1,12,2,12,2,17.884245506376,4.89356064113839,1
131,75,1,10,12,10,12,4.89356064113839,17.884245506376,1
131,76,1,8,7,7,8,90.3707077873196,43.594028762536,2
