choices,choice_indices,rewards,regret,RPE
5.0,1.0,43.0,0.0,-1.9574603573140927
8.0,1.0,70.0,0.0,1.0294478343035376
2.0,1.0,11.0,0.0,-2.2081172779170983
6.0,1.0,90.0,0.0,2.9152695377358895
8.0,0.0,70.0,0.0,-0.6327457870954694
6.0,0.0,90.0,0.0,0.7912452038692829
7.0,1.0,43.0,0.0,-1.6130087790582137
6.0,1.0,90.0,0.0,1.7541923533186545
6.0,0.0,90.0,0.0,0.1037266013796252
8.0,1.0,70.0,0.0,-0.639921006002304
0.0,0.0,44.0,0.0,-0.7983267245837746
10.0,1.0,100.0,0.0,1.871353371949394
1.0,1.0,16.0,0.0,-2.57962766318738
2.0,1.0,50.0,0.0,1.0750274825731547
9.0,0.0,50.0,0.0,0.06327143843519278
1.0,0.0,16.0,0.0,-1.1016118328630418
9.0,0.0,50.0,0.0,1.1282238736547079
2.0,1.0,50.0,0.0,0.04072224012867226
9.0,1.0,50.0,0.0,0.06787351904180002
1.0,0.0,16.0,0.0,-1.139022714427256
7.0,0.0,43.0,0.0,0.9384148924220346
8.0,0.0,70.0,0.0,0.9951800174074793
8.0,1.0,70.0,0.0,0.03694546360343698
1.0,0.0,4.0,13.0,-1.6322754541403826
6.0,0.0,90.0,0.0,3.0620635493153463
2.0,0.0,11.0,0.0,-2.7845733915712323
5.0,1.0,43.0,0.0,1.0720236967514616
11.0,0.0,17.0,0.0,-0.9445239019636873
11.0,0.0,17.0,0.0,-0.055139140482977744
3.0,0.0,14.0,0.0,-0.13193052983129805
9.0,0.0,50.0,0.0,-50.0
0.0,0.0,44.0,0.0,0.0
9.0,0.0,50.0,0.0,1.7116322018391368
7.0,1.0,16.0,34.0,-0.23137189573939532
0.0,0.0,44.0,0.0,1.5008313710300705
3.0,0.0,3.0,0.0,-0.45717037932659077
10.0,1.0,100.0,0.0,2.0917269049091263
6.0,1.0,1.0,15.0,-1.9942238462152846
7.0,1.0,16.0,0.0,0.33360483904380045
4.0,1.0,2.0,0.0,0.108232417727121
6.0,0.0,90.0,0.0,-90.0
2.0,0.0,11.0,0.0,0.0
6.0,0.0,90.0,0.0,1.7114668180525814
8.0,1.0,70.0,0.0,-0.581654834734233
8.0,0.0,70.0,0.0,0.01807234822766321
1.0,1.0,4.0,7.0,-0.29498250042903484
7.0,0.0,43.0,0.0,1.5430810106037214
3.0,1.0,14.0,0.0,-0.13496653076835163
5.0,1.0,43.0,0.0,1.1145605610828817
7.0,0.0,43.0,0.0,-0.0030597250987309532
10.0,1.0,100.0,0.0,1.9604088950699587
10.0,0.0,100.0,0.0,0.2885232985021695
10.0,0.0,100.0,0.0,0.19939253671387025
2.0,0.0,50.0,0.0,-1.4506114011901399
3.0,0.0,3.0,0.0,-1.2735614299748266
9.0,1.0,50.0,0.0,1.1914940803178267
0.0,1.0,44.0,0.0,-0.14680419472706882
2.0,1.0,50.0,0.0,0.16941273491559442
0.0,0.0,44.0,0.0,-0.1565544504296466
9.0,0.0,50.0,0.0,0.19759657011090703
0.0,1.0,0.0,4.0,-0.8539449522122364
9.0,0.0,4.0,7.0,0.3865373455011848
11.0,0.0,17.0,0.0,0.25124637303291153
8.0,1.0,70.0,0.0,1.6514968929427862
6.0,1.0,90.0,0.0,0.707708397688791
1.0,0.0,4.0,0.0,-2.5042325148221716
8.0,0.0,70.0,0.0,1.9265635200088713
7.0,0.0,43.0,0.0,-0.7711163796352786
9.0,1.0,4.0,0.0,-1.2291041064012855
7.0,1.0,43.0,0.0,1.1500953103250162
8.0,1.0,19.0,0.0,-1.069378222197798
10.0,1.0,100.0,0.0,2.5151717595266696
0.0,1.0,44.0,0.0,-1.5373496531492337
10.0,0.0,100.0,0.0,1.742650067541787
9.0,1.0,50.0,0.0,-1.3597346194300484
9.0,1.0,50.0,0.0,0.02451246185061369
2.0,1.0,50.0,0.0,0.0006562450747850564
2.0,0.0,50.0,0.0,0.0007091611466916274
8.0,0.0,19.0,0.0,-1.003546072961514
2.0,0.0,50.0,0.0,0.9615326650219249
8.0,1.0,70.0,0.0,0.6614840511413185
5.0,0.0,43.0,0.0,-0.8148433990518664
6.0,1.0,90.0,0.0,1.557481860860366
7.0,1.0,43.0,0.0,-1.3918954140300648
8.0,1.0,70.0,0.0,0.8963807590511006
8.0,0.0,70.0,0.0,0.05061583099345213
3.0,0.0,14.0,0.0,-1.817667048344505
6.0,1.0,90.0,0.0,2.48740541935046
9.0,0.0,4.0,0.0,-2.723131763974357
5.0,1.0,43.0,0.0,1.1925313916342173
8.0,1.0,19.0,0.0,-0.8023196611953185
9.0,0.0,50.0,0.0,1.011421423390003
1.0,0.0,16.0,0.0,-0.9813251037778796
9.0,1.0,50.0,0.0,1.1252458175438576
2.0,1.0,50.0,0.0,0.0030838371449418422
10.0,1.0,100.0,0.0,1.757911456862645
0.0,0.0,44.0,0.0,-1.7393681826771057
7.0,1.0,16.0,0.0,-0.9528003243736762
10.0,1.0,100.0,0.0,2.8408581448834167
9.0,0.0,50.0,0.0,-1.5178333781565179
2.0,0.0,11.0,0.0,-1.2615309014342142
5.0,0.0,43.0,0.0,1.008329318896077
8.0,1.0,70.0,0.0,0.9133500457890874
5.0,1.0,43.0,0.0,-0.8520562631006521
8.0,0.0,70.0,0.0,0.9335975960962505
6.0,1.0,90.0,0.0,0.7292946063217166
6.0,0.0,90.0,0.0,0.10032717829856219
6.0,0.0,90.0,0.0,0.09720064888340163
11.0,0.0,17.0,0.0,-2.3302793159237503
7.0,1.0,43.0,0.0,0.8270644769183397
10.0,0.0,100.0,0.0,1.9443541722351585
10.0,0.0,100.0,0.0,0.1370298660951499
2.0,1.0,50.0,0.0,-1.5267096065212291
0.0,0.0,44.0,0.0,-0.1654122835719433
8.0,0.0,19.0,0.0,-0.841772392860026
0.0,1.0,44.0,0.0,0.816859936118246
7.0,1.0,16.0,0.0,-0.9409625954573082
9.0,1.0,50.0,0.0,1.126192375294498
2.0,0.0,50.0,0.0,0.0002092717869875381
7.0,0.0,16.0,0.0,-1.1603244496397616
6.0,0.0,90.0,0.0,2.4366394187326934
9.0,0.0,4.0,0.0,-2.7699296395027115
11.0,1.0,17.0,0.0,0.3320802212454257
11.0,1.0,17.0,0.0,-0.06011557551241453
11.0,1.0,17.0,0.0,-0.06289764510945439
8.0,0.0,70.0,0.0,1.7145986458265279
5.0,0.0,43.0,0.0,-0.8308227536842754
6.0,1.0,90.0,0.0,1.586419485560558
1.0,1.0,4.0,0.0,-2.7455506903247286
3.0,1.0,14.0,0.0,0.2778345966550242
3.0,0.0,14.0,3.0,-14.0
9.0,0.0,4.0,7.0,0.0
6.0,1.0,90.0,0.0,0.7813370660833636
11.0,1.0,17.0,0.0,-1.0172781991704827
11.0,1.0,17.0,0.0,-0.051858610001515815
8.0,0.0,70.0,0.0,0.527330383353241
7.0,1.0,43.0,0.0,-0.4974666242936424
2.0,1.0,11.0,0.0,0.062825490699635
6.0,0.0,90.0,0.0,2.632313379265149
11.0,0.0,17.0,0.0,-1.9952573549227353
6.0,0.0,1.0,49.0,-1.0
3.0,0.0,3.0,0.0,0.0
4.0,1.0,2.0,14.0,-0.5361572857169732
2.0,0.0,50.0,0.0,-0.0034079897030319575
7.0,0.0,16.0,0.0,-1.5484143280289322
8.0,1.0,19.0,0.0,0.08059212113877821
0.0,1.0,44.0,6.0,0.685621470625071
0.0,1.0,44.0,0.0,0.21222644518726375
0.0,1.0,44.0,0.0,0.1481146169580153
8.0,0.0,19.0,0.0,-1.1941149489427296
6.0,0.0,90.0,0.0,2.2013248100618457
6.0,1.0,90.0,0.0,0.17955934976955934
8.0,0.0,70.0,0.0,-0.45067698657869615
6.0,1.0,90.0,0.0,0.6371915171284123
8.0,0.0,70.0,0.0,-0.4885445174315416
7.0,0.0,43.0,0.0,-0.7613336835124842
5.0,0.0,43.0,0.0,-0.10590000201178523
8.0,1.0,70.0,0.0,0.8401057515606697
1.0,0.0,4.0,0.0,-1.8532654080258828
9.0,1.0,4.0,0.0,-0.10354002801089046
1.0,0.0,16.0,3.0,1.3143634851989066
10.0,0.0,100.0,0.0,1.3730262981100472
10.0,0.0,100.0,0.0,0.5897745394109442
3.0,1.0,3.0,0.0,-2.723891107079214
8.0,0.0,19.0,0.0,0.4357909845354967
2.0,0.0,50.0,0.0,0.9838914724832349
2.0,0.0,50.0,0.0,0.02787959751091873
1.0,1.0,16.0,0.0,-1.1162784146670357
4.0,1.0,2.0,0.0,-0.5170382739706395
3.0,1.0,3.0,0.0,-0.03401494916574954
7.0,0.0,43.0,0.0,1.1300667531598294
5.0,0.0,43.0,0.0,0.003188838323546453
3.0,0.0,14.0,0.0,-0.9169325551757614
7.0,1.0,43.0,0.0,0.8856937701499403
7.0,1.0,43.0,0.0,0.00957693501248548
6.0,0.0,90.0,0.0,1.5783414412700714
3.0,1.0,14.0,0.0,-2.3796249536309455
2.0,0.0,11.0,0.0,-0.13706029671122089
6.0,0.0,90.0,0.0,2.5337169936778476
11.0,0.0,17.0,0.0,-2.2402432663110767
10.0,0.0,100.0,0.0,2.864213828723462
2.0,0.0,50.0,0.0,-1.3247587501068558
8.0,0.0,19.0,0.0,-0.9754994330426684
9.0,0.0,50.0,0.0,1.6278397141329877
9.0,1.0,50.0,0.0,0.043683167683452706
10.0,0.0,100.0,0.0,1.7236167372209434
0.0,1.0,44.0,0.0,-1.5441016389349518
2.0,1.0,50.0,0.0,0.2010895672163923
9.0,1.0,50.0,0.0,0.04588283949401212
7.0,1.0,16.0,0.0,-1.0974621570034078
11.0,1.0,17.0,0.0,-0.0047733412961006305
8.0,0.0,70.0,0.0,1.6705339982555139
5.0,0.0,43.0,0.0,-0.833901046901764
8.0,1.0,70.0,0.0,0.8895875437124183
3.0,1.0,14.0,0.0,-1.8087820491997795
7.0,1.0,43.0,0.0,0.9371704786991185
7.0,1.0,43.0,0.0,0.020606866045785495
2.0,1.0,11.0,0.0,-1.0781536625456072
6.0,0.0,90.0,0.0,2.655690777479439
2.0,1.0,11.0,0.0,-2.5463753103913174
9.0,0.0,50.0,0.0,1.2984477514702846
1.0,0.0,16.0,0.0,-1.1263956528957233
0.0,0.0,44.0,0.0,0.9683227716673279
10.0,0.0,100.0,0.0,1.9855248213941241
0.0,0.0,44.0,0.0,-1.6463260592144262
10.0,1.0,100.0,0.0,1.928959963006799
10.0,1.0,100.0,0.0,0.19122962851711311
2.0,1.0,50.0,0.0,-1.4444178128498786
0.0,1.0,44.0,0.0,-0.13063475623192614
7.0,1.0,16.0,0.0,-0.8791691791811
2.0,0.0,11.0,0.0,-0.20064780803163118
5.0,0.0,43.0,0.0,1.0215141246055564
11.0,0.0,17.0,0.0,-0.8684894285076221
6.0,1.0,90.0,0.0,2.4654468428045124
7.0,0.0,43.0,0.0,-1.4473028834091437
5.0,0.0,43.0,0.0,0.003985650461359173
8.0,1.0,70.0,0.0,0.9206483290673732
6.0,1.0,90.0,0.0,0.7519092194335136
11.0,1.0,17.0,0.0,-2.3766238664023516
2.0,0.0,11.0,0.0,-0.23655061182958514
9.0,1.0,50.0,0.0,1.264981937398011
7.0,0.0,16.0,0.0,-1.0859200083284135
2.0,1.0,50.0,0.0,1.085141237879064
2.0,1.0,50.0,0.0,0.01160556892937148
10.0,1.0,100.0,0.0,1.744869594141856
7.0,1.0,16.0,0.0,-2.6111737614357686
9.0,0.0,50.0,0.0,1.1294241829943568
0.0,0.0,44.0,0.0,-0.12644091950973924
10.0,1.0,100.0,0.0,1.9419954056355095
10.0,1.0,100.0,0.0,0.1842810612888246
0.0,0.0,0.0,43.0,-0.0
2.0,0.0,11.0,59.0,0.0
3.0,1.0,14.0,0.0,-0.7189750729875496
5.0,0.0,43.0,0.0,-0.33189384274159633
5.0,0.0,43.0,0.0,0.46171903447615725
5.0,1.0,43.0,0.0,0.2190761749189445
9.0,0.0,4.0,7.0,-1.1855908686752856
11.0,1.0,17.0,0.0,0.8029199260611862
8.0,0.0,70.0,0.0,0.044250413601093275
3.0,0.0,14.0,0.0,-2.1627224586726825
0.0,0.0,44.0,0.0,-44.0
9.0,0.0,50.0,0.0,0.0
9.0,1.0,50.0,0.0,0.2980004209580991
8.0,0.0,19.0,25.0,-0.836334857504033
1.0,1.0,16.0,3.0,0.9657201065922033
7.0,0.0,16.0,0.0,1.313136432293954
6.0,1.0,1.0,15.0,0.3103502602347237
0.0,1.0,44.0,6.0,2.1123107882909054
2.0,1.0,50.0,0.0,-0.47133813931653995
3.0,0.0,3.0,0.0,-1.7353703098287587
8.0,1.0,70.0,0.0,3.0498402246603957
11.0,0.0,17.0,0.0,-1.9796911246494444
2.0,1.0,11.0,0.0,-0.279289013140582
2.0,0.0,11.0,0.0,-0.037382166782097936
6.0,0.0,90.0,0.0,2.2346758759499186
5.0,1.0,43.0,0.0,-1.403194148281431
5.0,1.0,43.0,0.0,0.026054219478349072
6.0,0.0,90.0,0.0,1.8785383476047715
6.0,1.0,90.0,0.0,0.24683772687530192
5.0,0.0,43.0,0.0,-1.4012868033772796
4.0,1.0,2.0,0.0,-2.1491229359305803
9.0,0.0,50.0,0.0,2.305430942274783
9.0,0.0,50.0,0.0,0.1022938380197358
10.0,1.0,100.0,0.0,0.26921187634023525
10.0,0.0,100.0,0.0,0.47587363472642386
10.0,1.0,100.0,0.0,0.29913584860539766
7.0,1.0,16.0,0.0,-2.383308805334463
10.0,1.0,100.0,0.0,2.5982743969178728
8.0,0.0,19.0,0.0,-2.244046857765166
2.0,1.0,50.0,0.0,0.8920686430690438
3.0,0.0,14.0,0.0,-1.2210101144360244
6.0,1.0,90.0,0.0,2.6268483472908644
8.0,1.0,70.0,0.0,-0.5046674415999683
6.0,0.0,90.0,0.0,0.7406221946181132
1.0,1.0,4.0,0.0,-2.2503632253848953
1.0,0.0,4.0,0.0,-0.06284159311961712
6.0,1.0,90.0,0.0,2.7074745093380015
8.0,0.0,70.0,0.0,-0.4968037616836888
6.0,1.0,90.0,0.0,0.6986959387361303
5.0,0.0,43.0,0.0,-1.35452853003313
8.0,1.0,19.0,0.0,-0.7448830637068491
8.0,1.0,19.0,0.0,-0.04343012977741312
8.0,0.0,19.0,0.0,-0.044037005288254494
7.0,1.0,16.0,0.0,-0.11133100330753098
0.0,0.0,44.0,0.0,0.8879801701482885
9.0,1.0,50.0,0.0,0.23038314931518447
9.0,0.0,50.0,0.0,0.04209921669211403
9.0,1.0,50.0,0.0,0.043504365818727575
2.0,1.0,50.0,0.0,0.004892879522021998
1.0,0.0,16.0,0.0,-1.1782686781448866
9.0,1.0,4.0,0.0,-0.40224356033407394
5.0,0.0,43.0,0.0,1.1517653608965315
8.0,0.0,70.0,0.0,0.8813040662748123
2.0,1.0,11.0,0.0,-1.8211534193545678
11.0,0.0,17.0,0.0,0.16380211949720003
6.0,0.0,90.0,0.0,2.3408453075723132
8.0,1.0,70.0,0.0,-0.5093785009737593
8.0,0.0,70.0,0.0,0.07011165663618579
3.0,1.0,14.0,0.0,-1.737814747325113
11.0,1.0,17.0,0.0,0.0749734271199588
10.0,1.0,100.0,0.0,2.920123125256234
0.0,0.0,44.0,0.0,-1.6977890615836062
3.0,0.0,3.0,0.0,-1.3959815217781908
7.0,0.0,16.0,0.0,0.3903077089133975
0.0,1.0,44.0,0.0,0.9477977910022475
0.0,1.0,44.0,0.0,0.033576217866964034
10.0,0.0,100.0,0.0,1.997471686621985
10.0,0.0,100.0,0.0,0.184085292285455
10.0,0.0,100.0,0.0,0.17135687781383346
9.0,1.0,50.0,0.0,-1.4256379922134204
8.0,0.0,70.0,0.0,0.6882133616800604
6.0,0.0,90.0,0.0,0.7281861936452851
9.0,0.0,4.0,0.0,-2.6388739466009037
5.0,1.0,43.0,0.0,1.1747598155897019
3.0,0.0,14.0,0.0,-0.917060833855536
6.0,1.0,90.0,0.0,2.447504773893726
7.0,0.0,43.0,0.0,-2.1694196058820365
2.0,1.0,11.0,0.0,-0.9971738545134319
7.0,1.0,43.0,0.0,0.970656267271807
7.0,1.0,43.0,0.0,-0.0063875037757375255
9.0,1.0,50.0,0.0,0.2733038074836997
2.0,1.0,50.0,0.0,0.0014598589408867935
10.0,0.0,100.0,0.0,1.7026920194794188
7.0,1.0,16.0,0.0,-2.5800221820351688
2.0,1.0,50.0,0.0,1.0548570910858956
2.0,0.0,50.0,0.0,0.0023543961569176403
2.0,0.0,50.0,0.0,0.002688488686558854
1.0,1.0,16.0,0.0,-1.1244091502938705
10.0,1.0,100.0,0.0,2.8190869880723333
2.0,0.0,50.0,0.0,-1.534093590714409
6.0,0.0,1.0,43.0,-1.0
10.0,0.0,100.0,0.0,0.0
10.0,1.0,100.0,0.0,0.2967574437891337
9.0,1.0,50.0,0.0,-0.46150552203337614
1.0,1.0,16.0,3.0,0.2729828279836851
4.0,1.0,2.0,14.0,0.6038327132266292
0.0,0.0,44.0,0.0,0.8097396718272453
3.0,1.0,3.0,16.0,-0.2533864391737608
0.0,0.0,44.0,0.0,0.9573936218241568
10.0,0.0,100.0,0.0,1.5368643953294272
1.0,0.0,4.0,0.0,-4.0
2.0,0.0,11.0,0.0,0.0
8.0,0.0,70.0,0.0,-0.09347857006234495
11.0,1.0,17.0,0.0,-0.5792517109929719
7.0,1.0,43.0,0.0,0.962069421713385
3.0,0.0,14.0,0.0,-0.17686183997134736
6.0,1.0,90.0,0.0,1.652649045552403
6.0,1.0,90.0,0.0,0.3785977217751775
5.0,1.0,43.0,0.0,-1.3819217103758503
9.0,1.0,4.0,0.0,-0.32370781863727544
0.0,0.0,44.0,0.0,0.9191348377197812
10.0,0.0,100.0,0.0,1.5072582252710338
0.0,1.0,44.0,0.0,-1.3187222039922195
1.0,0.0,16.0,0.0,-0.7563183270652409
10.0,1.0,100.0,0.0,2.2376101936652573
3.0,1.0,3.0,0.0,-2.447355736866997
10.0,1.0,100.0,0.0,2.4531099982739843
9.0,0.0,50.0,0.0,-1.176970250442915
2.0,1.0,50.0,0.0,-0.657077731625754
6.0,1.0,1.0,18.0,-1.3174708395298316
0.0,0.0,0.0,17.0,0.5859839166170404
6.0,1.0,90.0,0.0,2.6665552939509833
6.0,1.0,90.0,0.0,0.17828143084513037
9.0,0.0,4.0,0.0,-2.2702346378826466
1.0,1.0,4.0,0.0,-0.07258814628005805
6.0,0.0,90.0,0.0,2.3484934769940833
8.0,0.0,70.0,0.0,-0.4141065416575347
3.0,1.0,14.0,0.0,-1.493094855220118
11.0,1.0,17.0,0.0,0.054630716134509316
5.0,1.0,43.0,0.0,0.713631718809815
2.0,1.0,50.0,0.0,0.18446744217680777
2.0,1.0,50.0,0.0,0.005165349952305942
3.0,1.0,3.0,0.0,-1.3077820105320566
9.0,1.0,50.0,0.0,1.2307137023301384
9.0,1.0,50.0,0.0,0.008892738666342687
7.0,1.0,16.0,0.0,-0.5445245150872114
7.0,0.0,16.0,0.0,-0.03229573413677378
3.0,0.0,3.0,0.0,-0.415873250117221
10.0,1.0,100.0,0.0,2.7634911038993084
2.0,0.0,50.0,0.0,-1.3004755255403098
7.0,0.0,43.0,0.0,-0.18028235651475955
6.0,1.0,90.0,0.0,1.4218866782569717
7.0,1.0,43.0,0.0,-1.2564903588509597
5.0,1.0,43.0,0.0,0.009882778560110963
11.0,0.0,17.0,0.0,-0.7797902484924184
