choices,choice_indices,rewards,regret,RPE
7.0,0.0,43.0,0.0,-43.0
11.0,0.0,17.0,0.0,0.0
1.0,0.0,4.0,13.0,0.7079563247612858
9.0,1.0,4.0,13.0,1.1107408132293108
8.0,0.0,70.0,0.0,1.4197332453895488
7.0,1.0,43.0,0.0,-0.6591237822244963
7.0,0.0,43.0,0.0,0.04824877123029653
11.0,0.0,17.0,0.0,-1.142162915557229
9.0,0.0,4.0,0.0,-0.5637785944627273
5.0,0.0,43.0,0.0,1.3719406192600307
0.0,0.0,44.0,6.0,-44.0
9.0,0.0,50.0,0.0,0.0
6.0,1.0,1.0,1.0,-0.7016778165458696
7.0,1.0,16.0,0.0,1.166703623792854
10.0,0.0,100.0,0.0,1.4709077477070607
0.0,1.0,44.0,6.0,-1.2063909117485654
3.0,0.0,3.0,47.0,-0.12172158219972386
2.0,0.0,50.0,0.0,0.5382050658178453
7.0,0.0,16.0,0.0,-1.0861365793347815
9.0,0.0,50.0,0.0,1.1070528659175516
11.0,1.0,17.0,0.0,-1.4767031968108144
6.0,1.0,90.0,0.0,2.4636131367624774
6.0,0.0,90.0,0.0,0.37219634610801666
6.0,1.0,90.0,0.0,0.2269091835411503
9.0,1.0,4.0,10.0,-2.4390394604297025
6.0,0.0,90.0,0.0,2.622482413622563
5.0,1.0,43.0,0.0,-1.2800442157012526
5.0,1.0,43.0,0.0,0.007086021116059299
8.0,1.0,70.0,0.0,0.8794993568612787
8.0,0.0,70.0,0.0,0.05046047590019809
0.0,1.0,44.0,0.0,-0.2080585192619896
10.0,0.0,100.0,0.0,2.0578721816567294
8.0,1.0,19.0,0.0,-2.4467399144928668
2.0,0.0,50.0,0.0,0.9206138246608053
1.0,0.0,16.0,3.0,-0.4990500336281103
2.0,1.0,50.0,0.0,1.095342737968698
10.0,1.0,100.0,0.0,0.8219261583825785
8.0,0.0,19.0,0.0,-2.458945813209679
0.0,1.0,44.0,0.0,0.8167106165736148
2.0,1.0,50.0,0.0,-0.26631591093447793
8.0,1.0,70.0,0.0,0.6613682007039485
7.0,1.0,43.0,0.0,-0.8886716076639469
0.0,1.0,0.0,11.0,0.03431135406770487
8.0,1.0,70.0,0.0,2.1956531606113154
3.0,0.0,14.0,0.0,-1.6975242299906692
7.0,1.0,43.0,0.0,0.8960643881453041
0.0,1.0,0.0,11.0,-1.4072423411421602
6.0,1.0,90.0,0.0,2.875247633565583
8.0,1.0,70.0,0.0,-0.5585907093832578
5.0,1.0,43.0,0.0,-0.8441514891668362
3.0,0.0,3.0,0.0,-1.3756564844441683
2.0,1.0,50.0,0.0,1.5031061095558367
2.0,0.0,50.0,0.0,-0.003513551246682345
9.0,0.0,50.0,0.0,0.008036841577007015
1.0,0.0,16.0,0.0,-1.1955331638175999
8.0,1.0,19.0,0.0,-0.2677361366876587
6.0,1.0,1.0,2.0,-0.5099971870644616
10.0,0.0,100.0,0.0,3.4507363607530017
9.0,1.0,50.0,0.0,-1.528457318703401
1.0,1.0,16.0,0.0,-1.1475085109419871
7.0,1.0,43.0,0.0,0.8431860961876005
8.0,1.0,70.0,0.0,0.9006414501195715
1.0,1.0,4.0,0.0,-2.2043306368796123
6.0,0.0,90.0,0.0,2.7806991259781126
1.0,1.0,4.0,0.0,-2.739866563524541
9.0,1.0,4.0,0.0,0.021715825842320235
11.0,1.0,17.0,0.0,0.32966886198989764
6.0,1.0,90.0,0.0,2.309373628817136
1.0,0.0,4.0,7.0,-2.6571507979146243
5.0,0.0,43.0,0.0,1.1837181876213727
1.0,0.0,16.0,0.0,-0.8354028966439825
9.0,1.0,50.0,0.0,1.152113216154456
0.0,0.0,44.0,0.0,-0.19190836137622144
7.0,0.0,16.0,0.0,-0.9841738094519504
9.0,1.0,50.0,0.0,1.1925677632323455
10.0,1.0,100.0,0.0,1.7984542168441289
10.0,0.0,100.0,0.0,0.11656220593847988
9.0,1.0,50.0,0.0,-1.5515566013401214
10.0,1.0,100.0,0.0,1.6724793346272158
8.0,0.0,19.0,0.0,-2.549743058637942
6.0,0.0,90.0,0.0,2.2267246428238803
8.0,0.0,70.0,0.0,-0.5669618471712188
5.0,0.0,43.0,0.0,-0.8288823392355579
8.0,0.0,70.0,0.0,0.8598700475207673
6.0,1.0,90.0,0.0,0.6463693278532725
5.0,0.0,43.0,0.0,-1.434921750181245
8.0,0.0,70.0,0.0,0.8618869479138299
5.0,1.0,43.0,0.0,-0.8495531176251728
7.0,0.0,43.0,0.0,-0.01819603996379697
6.0,0.0,90.0,0.0,1.5283479509286881
8.0,1.0,19.0,0.0,-2.2652206707519684
1.0,1.0,16.0,0.0,-0.1095012124786725
9.0,0.0,50.0,0.0,1.1003111391564153
7.0,0.0,16.0,0.0,-1.1219799639647592
10.0,1.0,100.0,0.0,2.775266474582242
10.0,0.0,100.0,0.0,0.07480931239151745
9.0,0.0,50.0,0.0,-1.5102902166855514
2.0,1.0,50.0,0.0,-0.004530418617481852
10.0,1.0,100.0,0.0,1.6107346839245693
8.0,0.0,19.0,0.0,-2.501820334802237
6.0,0.0,1.0,43.0,-1.0
2.0,0.0,50.0,0.0,0.0
4.0,0.0,2.0,0.0,-1.1243419188043553
8.0,0.0,19.0,0.0,0.5475672707161088
0.0,0.0,44.0,0.0,0.6482292436679874
0.0,1.0,44.0,0.0,-0.1496489740668151
2.0,0.0,50.0,0.0,0.517598275460899
9.0,1.0,50.0,0.0,0.7793566382538769
9.0,1.0,50.0,0.0,0.5318875337977091
10.0,1.0,100.0,0.0,0.6014111187494834
9.0,0.0,4.0,0.0,-4.0
9.0,0.0,4.0,10.0,0.0
8.0,0.0,70.0,0.0,0.0
7.0,0.0,43.0,0.0,-0.5350403962591312
5.0,1.0,43.0,0.0,0.5940859264953566
0.0,0.0,0.0,11.0,-0.5673995386316024
0.0,1.0,0.0,4.0,0.06249948044556475
7.0,0.0,43.0,0.0,1.7705094533687646
6.0,1.0,90.0,0.0,0.048503867808116885
8.0,1.0,70.0,0.0,-0.4509455818869321
10.0,0.0,100.0,0.0,1.1210031610922238
1.0,0.0,16.0,3.0,-1.725291223953803
2.0,1.0,50.0,0.0,1.051597161829946
2.0,0.0,50.0,0.0,0.01426521956167684
4.0,0.0,2.0,0.0,-1.650724757513128
