choices,choice_indices,rewards,regret,RPE
7.0,0.0,43.0,0.0,-43.0
11.0,0.0,17.0,0.0,0.0
11.0,1.0,17.0,0.0,-0.2938478565918151
9.0,1.0,4.0,13.0,0.4645087313336303
3.0,1.0,14.0,56.0,3.218960105294075
7.0,1.0,43.0,0.0,2.210235569552202
7.0,0.0,43.0,0.0,0.2415812166260487
11.0,0.0,17.0,0.0,-1.545586763925671
1.0,1.0,4.0,0.0,-0.5688889473595464
5.0,0.0,43.0,0.0,1.7834254624647308
0.0,0.0,44.0,6.0,-44.0
9.0,0.0,50.0,0.0,0.0
6.0,1.0,1.0,1.0,0.006491323896448908
7.0,1.0,16.0,0.0,0.6990875832905186
10.0,0.0,100.0,0.0,1.878649702829533
2.0,0.0,50.0,0.0,-1.1405932259529892
2.0,1.0,50.0,0.0,0.021115985035218304
2.0,0.0,50.0,0.0,0.018589528431861818
7.0,0.0,16.0,0.0,-1.2457477394138758
9.0,0.0,50.0,0.0,1.1648916108452265
11.0,1.0,17.0,0.0,-1.8604118739725017
6.0,1.0,90.0,0.0,3.831149189980651
6.0,0.0,90.0,0.0,0.5835462189208496
6.0,1.0,90.0,0.0,0.32230504954844696
3.0,0.0,14.0,0.0,-2.308441615456052
6.0,0.0,90.0,0.0,2.523170837058783
7.0,0.0,43.0,0.0,-1.3229776860014424
5.0,1.0,43.0,0.0,0.00296116696027493
8.0,1.0,70.0,0.0,0.4148120930794333
8.0,0.0,70.0,0.0,0.05136358764786286
0.0,1.0,44.0,0.0,-0.8943440202207268
10.0,0.0,100.0,0.0,2.2780485688567307
8.0,1.0,19.0,0.0,-1.8693201412209646
2.0,0.0,50.0,0.0,1.0408298492827444
8.0,1.0,19.0,0.0,-1.133549590451573
2.0,1.0,50.0,0.0,1.095065699711579
10.0,1.0,100.0,0.0,1.910828572472575
8.0,0.0,19.0,0.0,-2.625843164565487
0.0,1.0,44.0,0.0,0.8434578694764743
2.0,1.0,50.0,0.0,0.22345632754809383
8.0,1.0,70.0,0.0,0.6863206606137072
7.0,1.0,43.0,0.0,-0.8654677692545127
2.0,0.0,11.0,0.0,-1.6749688343371443
8.0,1.0,70.0,0.0,1.9886790141774444
3.0,0.0,14.0,0.0,-1.9032239805666817
7.0,1.0,43.0,0.0,0.9803356352226209
0.0,1.0,0.0,11.0,-0.05700699805558714
6.0,1.0,90.0,0.0,3.055810434800759
8.0,1.0,70.0,0.0,-0.5634460183612914
5.0,1.0,43.0,0.0,-0.8747886572756001
6.0,1.0,1.0,2.0,-1.563028888948529
2.0,1.0,50.0,0.0,1.637863977309066
2.0,0.0,50.0,0.0,0.01948331043059126
9.0,0.0,50.0,0.0,0.010698271742164533
1.0,0.0,16.0,0.0,-2.137311541639553
8.0,1.0,19.0,0.0,0.0613420774202843
3.0,0.0,3.0,0.0,-0.1647119480454411
10.0,0.0,100.0,0.0,3.5343365403195897
9.0,1.0,50.0,0.0,-1.5716759158053262
1.0,1.0,16.0,0.0,-1.1886831882846638
7.0,1.0,43.0,0.0,0.9152188535407353
8.0,1.0,70.0,0.0,0.9522500212044551
1.0,1.0,4.0,0.0,-2.2945374749201406
6.0,0.0,90.0,0.0,2.933901035555854
1.0,1.0,4.0,0.0,-2.8464213576587154
9.0,1.0,4.0,0.0,-0.044952349690921656
11.0,1.0,17.0,0.0,0.38076221073564687
6.0,1.0,90.0,0.0,2.437913813166518
2.0,1.0,11.0,0.0,-2.5255391214341127
5.0,0.0,43.0,0.0,1.0161886366420965
1.0,0.0,16.0,0.0,-0.9481647128151264
9.0,1.0,50.0,0.0,1.1997618597798714
0.0,0.0,44.0,0.0,-0.18414732617437518
1.0,1.0,16.0,0.0,-1.0172023910570216
9.0,1.0,50.0,0.0,1.2430523307252268
10.0,1.0,100.0,0.0,1.891440112476824
10.0,0.0,100.0,0.0,0.1601554966073866
9.0,1.0,50.0,0.0,-1.5721749873893012
10.0,1.0,100.0,0.0,1.761711188365745
8.0,0.0,19.0,0.0,-2.627927742641199
6.0,0.0,90.0,0.0,2.362893025849792
8.0,0.0,70.0,0.0,-0.5648666933436424
7.0,1.0,43.0,0.0,-0.8234548978787356
8.0,0.0,70.0,0.0,0.9084004490892323
6.0,1.0,90.0,0.0,0.726763129691041
5.0,0.0,43.0,0.0,-1.4712706826965507
8.0,0.0,70.0,0.0,0.910472203661315
5.0,1.0,43.0,0.0,-0.8690286715878025
7.0,0.0,43.0,0.0,0.035696548811293666
6.0,0.0,90.0,0.0,1.636590744885213
8.0,1.0,19.0,0.0,-2.3344235093306924
1.0,1.0,16.0,0.0,-0.11599596565145387
9.0,0.0,50.0,0.0,1.1511134470370585
7.0,0.0,16.0,0.0,-1.1591835107050272
10.0,1.0,100.0,0.0,2.880341765239134
10.0,0.0,100.0,0.0,0.12179175718219648
9.0,0.0,50.0,0.0,-1.5157796890705817
2.0,1.0,50.0,0.0,0.018271359121930897
10.0,1.0,100.0,0.0,1.694643294325409
8.0,0.0,19.0,0.0,-2.570101985944357
6.0,0.0,1.0,43.0,-1.0
2.0,0.0,50.0,0.0,0.0
4.0,0.0,2.0,0.0,-1.0876499369184887
8.0,0.0,19.0,0.0,1.185052429184741
0.0,0.0,44.0,0.0,3.3657100186947124
0.0,1.0,44.0,0.0,0.16694091374937847
2.0,0.0,50.0,0.0,0.40081967943177377
7.0,0.0,16.0,34.0,-1.9110307950908667
9.0,1.0,50.0,0.0,-0.3843406666886028
10.0,1.0,100.0,0.0,0.34217063909686085
9.0,0.0,4.0,0.0,-4.0
9.0,0.0,4.0,10.0,0.0
8.0,0.0,70.0,0.0,0.0
1.0,1.0,4.0,39.0,0.6189821616842426
3.0,0.0,14.0,29.0,2.0898907353429106
2.0,1.0,11.0,0.0,0.5154395002280149
9.0,0.0,4.0,0.0,-0.31767686336134104
7.0,0.0,43.0,0.0,4.222560789463186
6.0,1.0,90.0,0.0,4.323053564601557
8.0,1.0,70.0,0.0,-0.23425455517286076
10.0,0.0,100.0,0.0,1.1927517289945564
8.0,1.0,19.0,0.0,-2.2585801158023475
2.0,1.0,50.0,0.0,0.9470851586474599
2.0,0.0,50.0,0.0,0.015243745254982899
4.0,0.0,2.0,0.0,-1.6361303947843704
9.0,0.0,50.0,0.0,1.5067422390447345
