,0
0,0.0
1,0.0
2,-3.847545156632684e-06
3,1.2725899582962057
4,-0.7154206271586918
5,-0.00013276088557151528
6,0.9514488321376281
7,0.5875625841511753
8,-0.5324163334625445
9,1.3909474914404703
10,0.0
11,0.0
12,0.0
13,-1.5608615918269337
14,3.981398678470064e-07
15,0.25676670249791844
16,-0.20392469137219274
17,1.192485135320375
18,-1.0955086449900713
19,0.9462056481830817
20,-0.3178485255784623
21,-0.2483233410467509
22,2.8446471515294
23,-2.8224593509826152
24,0.28183046568548464
25,2.483574151201613
26,0.0013452652928279685
27,-1.1902314811784906
28,-2.0886037020306554
29,2.097802178140522
30,-1.5107117804082986
31,2.0556900087452723
32,-0.44128005362783806
33,1.1107862869724376
34,-0.0949504263844625
35,-1.1495385615454663
36,-1.9623311920777022
37,0.5334602392247861
38,-0.931630489362258
39,-1.014373227620326
40,-1.915438989459422
41,-1.247964802637707
42,-0.228502329521301
43,-1.7395302924331086
44,0.10008540834823765
45,-0.8158280065854778
46,-0.2681854621194453
47,-2.5622319392618285
48,-1.9583061760287932
49,-1.269926234223019
50,0.6436559633876665
51,-1.1518352014059996
52,1.6777458388627822
53,1.2020848176525285
54,0.4883385732693277
55,-0.590593659655364
56,-0.0074173486369819575
57,1.979357487488126
58,-0.1932027053580745
59,-0.00024370536178852653
60,-0.9893099968029635
61,-2.240457429880184
62,0.5508295382905491
63,2.5697946488588705
64,0.4978106101784521
65,0.4708748261979424
66,-0.12536966155347395
67,-1.5178903155421668
68,-0.1947664044595281
69,0.7833173327896598
70,0.498466696944896
71,-1.6708358912652685
72,1.4680509868558387
73,0.0018397341115170551
74,-1.7016532160386757
75,-3.5479935202635478
76,2.892755023344349
77,-1.03842522383527
78,-1.8677491851547932
79,0.0931026151971388
80,1.5098271946288617
81,1.9030697065027384
82,-0.00198632525903647
83,1.709918834551794
84,-2.266417376089009
85,0.9460425641680982
86,2.1362348064486008
87,-0.8344370122944601
88,0.8452621592229753
89,2.3000255782266654
90,-0.09212705267924648
91,-0.4435085216430824
92,1.5975403399569306
93,0.4505692061117399
94,-2.7007036633381722
95,3.157225745241332
96,1.5287534015635609
97,-1.5454128688292905
98,-1.6095416558058342
99,0.08941932228307248
100,0.0
101,0.0
102,0.9828771743209971
103,-2.2147655763399267e-11
104,-0.22769844675835027
105,-1.3811184073635756
106,2.374160706524187
107,-0.7092217917810029
108,-2.3371759485468964
109,-2.657406973089828
110,0.0
111,0.0
112,0.0
113,0.7321270943989903
114,-0.38931508279403515
115,0.11345055727887648
116,0.15858706950862655
117,1.041766987143114
118,-1.7965606061539736
119,-2.2905610879948295
120,3.5961384740713207
121,0.6696323946502881
122,-1.1036901018915228
123,1.0526899148602589
124,0.025493427663348944
125,1.150346068997998
126,3.389057975489686
127,1.3529194776574398
128,0.043037303881340194
129,-0.19172947847242747
130,1.2465873249724853
131,-2.2199672972804327
132,-0.9785651839293096
133,2.1349971035880237
134,-0.08058245754039409
135,2.2937212685960415
136,-1.9563641040698905
137,0.33900498432981896
138,1.3795590651485536
139,-0.0006581184013959296
140,0.5861065598436884
141,-3.3841745891001445
142,-0.0918800065956985
143,-0.08956224048152428
144,-1.36524478638908
145,-0.029821373846308452
146,-3.1783729590468317
147,-1.4970894622538737
148,1.0739152630439743
149,2.685432825814353
150,-1.3923048184957645
151,-2.844705565250861
152,1.1982272199781325
153,1.4271555336024133
154,0.5815714556540357
155,-1.242524454192407
156,-1.4824248982361123
157,2.325658577230623
158,1.3722824859552532
159,-0.9593632795622535
160,-1.5416718639633968
161,1.6763995273089782
162,1.0048343750703541
163,0.935290583221251
164,-1.477530607533208
165,0.7878642470152288
166,-0.42515023295577326
167,-0.45276981138287065
168,-1.5192993739433303
169,1.759439663123822
170,-1.0578753754577706
171,-0.9930863267754726
172,-0.23097481326908698
173,-2.733906480544822
174,1.9945764541469115
175,2.693558678110603
176,-1.4854879002639336
177,-3.0090509173054842
178,1.627341147570399
179,-1.952262004379274
180,1.3290908062082
181,-2.634916529690319
182,-0.44065530829805044
183,-1.0510641505777325
184,1.5152944338419574
185,0.4278646053340105
186,1.5313830107189659
187,-0.9956968900871926
188,-1.0070122009474025
189,-1.539739716238664e-05
190,0.8906691236800758
191,2.3094205064271796
192,-2.3252318340545948
193,-0.4599058178162885
194,3.161788242905633
195,0.22042051897930182
196,-1.1102275892224613
197,0.5922577500185391
198,0.4475306733757005
199,0.31127516511331677
200,0.0
201,0.0
202,-2.4794826497727986e-61
203,0.7079850232399283
204,1.7340509740869623
205,0.0
206,-1.7754220479532217
207,-0.05323933273258841
208,-0.5085831551881342
209,0.16448773258938276
210,0.0
211,0.0
212,1.0012418304338808
213,0.0
214,1.8158349601412103
215,0.19078816675278026
216,0.7970071295925829
217,-0.04203098050675125
218,-0.8295634359077195
219,1.2655863291511544
220,-3.4141620368108074
221,1.671948003970496
222,1.522741900918327
223,0.9140232869384067
224,-0.6052264929868516
225,-0.9139162959994565
226,-0.7987163049726924
227,-0.9896254576186704
228,1.252336009982038
229,1.4604660636680338
230,-0.3230055176718096
231,-0.2030494423490773
232,0.23738645552360538
233,-2.2746881807032953
234,-1.5759064791146895
235,0.14386874667871763
236,0.9465293562378854
237,1.1156153128544841
238,-0.14346612182059415
239,-0.8873289253338464
240,-0.4452780594794372
241,-2.5674267588193893
242,-1.2758559593766785
243,3.0608309748798357
244,-1.0289741609215652
245,-1.4966002043694555
246,-1.5257604738108692
247,1.090904776509833
248,0.5646007530533259
249,1.110931513104515
250,-1.9982423631992372
251,1.1258335820074343
252,-1.647742568235071
253,-1.0871766796788762
254,-1.9356979357776642
255,1.7953218094765926
256,0.45439584009975065
257,-1.6102719801093954
258,0.1371003234515249
259,-1.414069812151285
260,-0.09388344809479499
261,1.6117677412729468
262,0.4820064460478892
263,-1.6254492753849947
264,-1.6513111613064102
265,-2.8082088038249737
266,1.4396512245158348
267,-0.46122942412940837
268,-2.850442926006612
269,1.57814877189
270,0.2049296307424614
271,0.8656114024017626
272,-1.9441758871650139
273,-0.875074935273753
274,1.9641802841874259
275,-1.610857417068198
276,1.6331831254401976
277,1.5883533483075343
278,0.43178480988339785
279,-1.2907394188495451
280,2.71985062257817
281,1.8234926715999276
282,-1.098869097954459
283,0.8323617987126958
284,0.5632075273923043
285,-0.9336839768841394
286,-0.4741109605076892
287,-1.5799636916917017
288,1.6190773517555264
289,0.48910850251626004
290,2.889582008547401
291,0.13669365939566647
292,-0.42785668999228044
293,-0.5659205319751117
294,-0.1274691694119462
295,1.9960557202703062
296,1.0860291999566076
297,-2.4417097584797194
298,-0.13636519912827616
299,-0.3010442116494194
300,0.0
301,0.0
302,-0.1166075886791525
303,-0.7966272782079971
304,-0.38075295224778116
305,0.7790604997307263
306,-0.4708904683799128
307,0.07728361610149959
308,1.6793405833752666
309,0.22449803298761006
