temporal,spatial,compositional
0.0,0.0,0.0
0.0,0.0,0.0
0.04220859392225346,1.0893859719428896,0.33668965357057
0.7187285347176539,-1.0892828941754258,0.3828745530474785
-0.6367898844875475,1.4413915071872734,-0.5566157742866857
-0.9400812429020792,-2.643306835644766,-1.3598693960184278
1.0147804059667263,2.5850819857561333,1.4063487405772759
0.5548353849009088,0.7322143224359692,0.5353856653771949
-0.5080897268755245,0.32440375690969914,-0.293600206718698
0.9536175600509597,1.8279356578873382,1.1381528933384062
0.0,0.0,0.0
0.0,0.0,0.0
-0.009105832027016791,-0.686685929428075,-0.27564098496067674
-1.6412220163391043,-1.2787697880097406,-1.4771784054595636
0.506495092628543,2.0722385629168665,1.2818265399575535
-0.13132354435774599,-0.3305530542156517,-0.22930679573297086
-0.2944914749357232,-1.689945544871051,-0.8043863502251879
1.160873221172828,1.1517893418998773,1.1517287152096078
-0.3020644056593491,0.7329678473046064,0.18246729191901867
0.2322620378335903,1.4832423421257657,0.3331417923346846
-0.3050416778726172,-0.3623112385336779,-0.30078647957062354
0.4104248655864112,-1.618842661648117,-0.35802414063158516
2.7833431284226866,2.582762825225377,2.764183448060647
-2.78493614946548,-2.867155054956861,-2.788915885102168
0.28178854236838513,0.4540076796864052,0.29125392300629305
2.4551607132254603,2.403556878383221,2.456347322473466
0.0010236001882873436,0.1265229560866953,0.013440456475945148
-1.1753676370689188,-1.2229210655165537,-1.1687371066084495
-2.053789029705488,-1.7209463770524884,-2.030403710630704
2.069606070544107,1.8834296391501364,2.0660275921657183
-1.503943780077999,-1.972173309819012,-1.533184617769559
1.9886675117273651,1.1594591350543622,1.943188404858315
-0.7364756107896034,-0.9058538529216957,-0.531726094952067
0.6915741348490512,1.705213007817147,1.2862054177966038
-0.07707418919765752,-0.36691742577935604,-0.0638456371723739
-0.7531288083887722,-1.7592483988476955,-1.3597991184862281
-1.923998241087672,-1.2269460553552771,-1.8945098652492547
0.5199924452584206,0.6104568215747304,0.5215186328508978
-0.926585894289406,-1.3227690918949935,-0.9352195267291437
-0.6863710143998238,-1.6626230579153374,-1.3284280885456985
-1.8901798355940618,-1.5829378346145968,-1.8881739601475356
-1.2281289147224945,-1.61466804997439,-1.2427967566262865
-0.6026699372422618,0.6123970941924053,0.05472085549567174
-1.728097196055609,-1.3529723071097002,-1.7256482819287144
0.09966662084116873,0.11022722852882316,0.10914850330253079
-0.48548571784744504,-1.8820763939919898,-1.1330533664309859
-0.5912795690913234,0.6660623684754219,0.061235447820229716
-2.543174303704437,-2.5227487564296456,-2.536994926237715
-1.9451690329116142,-1.6781214543818925,-1.9423760771221263
-1.2546770999570362,-1.4967527412856216,-1.2484268980326827
0.9496628415125988,0.10135132354349485,0.2864472413396797
-1.1394680921505382,-1.17047619959336,-1.130744887019178
1.6461221571408102,1.6635627432536224,1.656936893758942
1.1715692168912282,1.7827731388627555,1.1810814571002493
0.4764786736240576,0.26850762930278727,0.4923683161548944
-0.5747847842747092,-0.6103731972072524,-0.5810247095957122
-0.0031403397269487154,0.1542313412988554,-0.012926176539732381
1.9525677179984613,1.3227077717913194,1.932677724657415
-0.18308196320577325,-0.2174798206384983,-0.18157834502221593
0.014513841146654216,-0.13851500178525822,0.015294188570835532
-0.9803528173555179,-1.1269942586228108,-0.979599360181938
-2.2187566006367927,-2.0864656694317243,-2.211197669889946
0.8357337769215482,-0.2412272771065933,0.15200928590197615
2.552249505255042,2.5391746323014495,2.5463610974040285
0.8198456753506698,-0.2624439674561354,0.15125745712955285
0.7844600050518176,-0.28223984873983676,0.13038651435359006
-0.1228874374342851,-0.23652582949292777,-0.1151913201593614
-1.5089048315938418,-1.3835258548151148,-1.5097858833094837
-0.19423612759419417,-0.3730973426524209,-0.1949809039079511
0.4778680928078123,1.749947742426466,1.0921078755067566
0.4885180024791924,0.4379921719510529,0.49805842001821077
-1.6431796781153722,-2.1838229494518506,-1.6544274206236014
1.452918460909358,1.5696741987084226,1.4686824241970746
0.016879096487017575,-0.19577060217615772,0.01939140834177644
-1.6783468735296712,-1.8058058447160248,-1.6925203889284899
-3.507321473869848,-3.3744328278701694,-3.5028902140850766
2.857862242190892,2.8796939562756956,2.8468444499948014
-1.032205627140312,-1.1032927504465677,-1.0380561480250603
-1.8524265366418617,-1.3903390926975285,-1.8418193705601995
0.09200677035145832,0.29565457630376213,0.08765545141808606
1.5017157101706233,1.392217889855549,1.5023808010808644
1.8927117630404282,1.622967217355421,1.8908426414798103
4.569558934374579e-05,-0.034308457695899436,-0.004468541064918251
1.7009745650148154,1.3461077853506551,1.7016469569992467
-1.9536530045473506,-3.1700292087044493,-2.6088768518167864
0.9409191879417225,1.0517546974963592,0.9362586541637871
2.12426296478903,2.044981387282233,2.124349468111518
-0.8299749645935623,-0.7863440696063645,-0.8327210437295259
0.8386219149365095,0.8587218098092648,0.8455908722387504
1.9784320290357027,3.2326880884446547,2.666584663101176
-0.07511121233459894,-0.5312187386949249,-0.0688747562254286
-0.428942520556972,-0.2529589137531645,-0.44019871398254773
1.580389346961354,1.7423725324628843,1.589948755822371
0.45237720801041625,-0.017394821638883062,0.46605414729448125
-2.687296297891071,-2.3164807585610463,-2.6845110008978943
3.129372556236623,2.8438273585145026,3.135098269846649
1.5064702705657842,1.8236600963685645,1.513315434919263
-1.5212762011772407,-1.6891601005618564,-1.5235515196272544
-1.6025091464605143,-1.3961754764010685,-1.601241567955416
0.0815174756422331,0.470006424231878,0.07764587066654072
0.0,0.0,0.0
0.0,0.0,0.0
0.7587160470668827,0.45890000438278633,0.6355004209653765
0.2403449135561465,0.2793749445805491,0.30637552021524705
-0.049680602587403616,0.77350063483354,0.2319064404389265
-1.3509715456678677,-1.464440326401287,-1.369260076411631
2.319168732402214,2.1124578302222035,2.3126107427054863
-0.6921799630742422,-0.9746363497271198,-0.7695246692374222
-2.285941945944001,-2.0963814361679898,-2.2837876047863603
-2.0938293571725763,-2.504128944310229,-2.398473363254131
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0106142798335909,2.2563833972551466,1.2822887925795483
-0.38129638206924454,-0.21540870491326558,-0.3891945185710377
-0.24962459276043306,-1.233096442875262,-0.5153572205275818
0.15494217443688396,0.39855053945775565,0.17420814107188987
0.6061985759468501,1.0420175885643415,0.7490835893407153
-1.2080145042776522,-2.8445450092526725,-1.8191782131687244
-2.2402589121409457,-1.7740268800025507,-2.231936299816838
3.5058244474263196,2.8959375199401816,3.4839515398205236
0.35638353941940654,-0.6267274339528837,0.39578245433184794
-1.0792586655615044,-1.0567740590242098,-1.0688977233946226
0.6919329830274308,1.7715119391187948,1.2533651817759512
0.0238764472377353,0.14540876491013277,0.020112902026839574
1.1342983788114958,1.5177898241914396,1.136275017096257
3.34308406656064,2.8427031023371985,3.333880737668407
1.338371307507485,1.617281340793642,1.3520390368731174
-0.5364236374809653,-0.68004693546791,-0.271582893115096
-0.18988458229210278,0.18299980795569534,-0.1828591409339235
1.2298438549597974,1.44116620987982,1.2280815893368706
-1.8887188510622885,-2.0697546752634954,-2.194826553427013
-0.2068326420603558,-0.8047162385589168,-0.6073091125358189
1.7386665621895407,2.034202013420999,2.147987782942682
0.13829327546832149,0.7034084135734209,0.6201813720124218
2.2612811131404635,2.0743498527122446,2.2677934400186297
-1.047051864325108,-0.964676297597037,-1.436577528958078
-0.5780860019409099,0.024360304111126108,-0.16203755225691097
0.9527145706147095,0.8250615877575886,1.0121084328073806
-0.001870062904652331,0.016790367913550958,-0.00818704836523293
0.5716190759357966,1.0081294082758612,0.5823681704285159
-3.334649260132651,-3.117575301360982,-3.3359963268857236
-0.08509728647874892,-0.6427814914584433,-0.08799778197881081
-0.3406632196382495,1.0378961049839448,0.21648277305731622
-1.340904985064597,-1.7233719592644532,-1.3572522364815964
-0.015666302721561554,-0.15883167655176766,-0.017249978806417765
